From,To,distance,time
571QC828,571QC805,1.925897742,7.703590968
571QC826,571QC805,1.884195127,7.536780509
571QD802,571QC805,6.497576967,25.99030787
571QD804,571QC805,5.845839113,23.38335645
571QD809,571QC805,5.741907264,22.96762906
571QD812,571QC805,4.961007453,19.84402981
571QD813,571QC805,5.699025653,22.79610261
571QD814,571QC805,4.224836779,16.89934712
571QD815,571QC805,5.85225125,23.409005
571QD816,571QC805,5.237006794,20.94802718
571QD818,571QC805,4.851844149,19.4073766
571QD820,571QC805,3.327804325,13.3112173
571QD821,571QC805,6.219987985,24.87995194
571NF801,571QC805,3.872702425,15.4908097
571NF805,571QC805,3.991296844,15.96518737
571NF806,571QC805,5.11731735,20.4692694
571NF807,571QC805,2.392312492,9.569249968
571NF808,571QC805,6.945473544,27.78189417
571NF809,571QC805,6.236685205,24.94674082
571AG803,571QC805,3.774173811,15.09669524
571AG806,571QC805,1.756125483,7.02450193
571QE801,571QC805,3.638470668,14.55388267
571QE807,571QC805,2.918886891,11.67554757
571QE813,571QC805,5.202994423,20.81197769
571QE814,571QC805,4.951261177,19.80504471
571QE819,571QC805,3.613901826,14.4556073
571QE820,571QC805,3.973751836,15.89500734
571QE821,571QC805,4.34739919,17.38959676
571QE827,571QC805,4.702867687,18.81147075
571QE837,571QC805,3.751906226,15.00762491
571QC806,571QC805,3.467702828,13.87081131
571QC807,571QC805,3.467086437,13.86834575
571QC808,571QC805,3.013742606,12.05497042
571QE806,571QC805,5.382236716,21.52894686
571QE810,571QC805,5.174782822,20.69913129
571QE815,571QC805,6.580853145,26.32341258
571QE816,571QC805,6.682096489,26.72838596
571QE823,571QC805,6.184836958,24.73934783
571QE825,571QC805,6.062468083,24.24987233
571QE826,571QC805,5.325528373,21.30211349
571QE829,571QC805,6.759770439,27.03908176
571QE832,571QC805,6.805864319,27.22345728
571QE833,571QC805,5.549267685,22.19707074
571QC802,571QC809,0.358309623,1.433238492
571QC803,571QC809,0.154516574,0.618066296
571QC805,571QC809,1.693504543,6.774018173
571QC809,571QC809,0,0
571QC811,571QC809,1.124086743,4.496346973
571QC813,571QC809,1.494299209,5.977196835
571QC814,571QC809,1.943068767,7.772275067
571QC816,571QC809,2.844749835,11.37899934
571QC820,571QC809,3.590906308,14.36362523
571QC822,571QC809,2.064123789,8.256495155
571QC823,571QC809,1.423880827,5.695523306
571QC824,571QC809,1.513122055,6.05248822
571QC828,571QC809,3.532161821,14.12864728
571QC826,571QC809,2.80902545,11.2361018
571QD802,571QC809,4.858095572,19.43238229
571QD804,571QC809,4.183335271,16.73334108
571QD809,571QC809,4.267293142,17.06917257
571QD812,571QC809,3.40541404,13.62165616
571QD813,571QC809,4.315186924,17.26074769
571QD814,571QC809,2.745939615,10.98375846
571QD815,571QC809,4.259809421,17.03923768
571QD816,571QC809,3.552723098,14.21089239
571QD818,571QC809,3.321570907,13.28628363
571QD820,571QC809,1.651772309,6.607089236
571QD821,571QC809,4.52703627,18.10814508
571NF801,571QC809,4.231183938,16.92473575
571NF805,571QC809,4.495587552,17.98235021
571NF806,571QC809,5.464281537,21.85712615
571NF807,571QC809,3.230282784,12.92113114
571NF808,571QC809,7.79343055,31.1737222
571NF809,571QC809,6.779598613,27.11839445
571AG803,571QC809,4.242982076,16.9719283
571AG806,571QC809,1.714180131,6.856720524
571QE801,571QC809,2.294164051,9.176656203
571QE807,571QC809,2.488387964,9.953551856
571QE813,571QC809,4.312952428,17.25180971
571QE814,571QC809,4.056790994,16.22716397
571QE819,571QC809,3.323160466,13.29264186
571QE820,571QC809,3.829413336,15.31765334
571QE821,571QC809,4.246437233,16.98574893
571QE827,571QC809,3.57448126,14.29792504
571QE837,571QC809,2.837540112,11.35016045
571QC806,571QC809,3.450962865,13.80385146
571QC807,571QC809,3.450804281,13.80321712
571QC808,571QC809,3.087268769,12.34907508
571QE806,571QC809,4.095545882,16.38218353
571QE810,571QC809,3.656051967,14.62420787
571QE815,571QC809,5.015238718,20.06095487
571QE816,571QC809,5.082717916,20.33087167
571QE823,571QC809,4.795523327,19.18209331
571QE825,571QC809,4.595267068,18.38106827
571QE826,571QC809,3.860703373,15.44281349
571QE829,571QC809,5.534305472,22.13722189
571QE832,571QC809,5.711040846,22.84416338
571QE833,571QC809,3.950611597,15.80244639
571QC802,571QC811,1.394410387,5.577641548
571QC803,571QC811,1.012975677,4.051902707
571QC805,571QC811,0.648553474,2.594213897
571QC809,571QC811,1.124114767,4.496459067
571QC811,571QC811,0,0
571QC813,571QC811,0.815925417,3.263701669
571QC814,571QC811,0.918130559,3.672522238
571QC816,571QC811,1.832124962,7.328499847
571QC820,571QC811,2.54164198,10.16656792
571QC822,571QC811,1.251575053,5.006300212
571QC823,571QC811,0.517611793,2.070447173
571QC824,571QC811,0.416831427,1.667325708
571QC828,571QC811,2.40820654,9.632826161
571QC826,571QC811,1.889229604,7.556918418
571QD802,571QC811,5.860577558,23.44231023
571QD804,571QC811,5.217443099,20.8697724
571QD809,571QC811,5.093884497,20.37553799
571QD812,571QC811,4.314043188,17.25617275
571QD813,571QC811,5.056150234,20.22460094
571QD814,571QC811,3.576283392,14.30513357
571QD815,571QC811,5.207613999,20.83045599
571QD816,571QC811,4.672847855,18.69139142
571QD818,571QC811,4.403866878,17.61546751
571QD820,571QC811,2.714226007,10.85690403
571QD821,571QC811,5.62110943,22.48443772
571NF801,571QC811,4.168670563,16.67468225
571NF805,571QC811,4.341017419,17.36406968
571NF806,571QC811,5.427719474,21.7108779
571NF807,571QC811,2.822315004,11.28926002
571NF808,571QC811,7.432670453,29.73068181
571NF809,571QC811,6.623505389,26.49402156
571AG803,571QC811,3.617587072,14.47034829
571AG806,571QC811,1.296019156,5.184076623
571QE801,571QC811,3.271102675,13.0844107
571QE807,571QC811,2.890369941,11.56147976
571QE813,571QC811,5.048879025,20.1955161
571QE814,571QC811,4.7923344,19.1693376
571QE819,571QC811,3.663563314,14.65425325
571QE820,571QC811,4.087576257,16.35030503
571QE821,571QC811,4.484976954,17.93990782
571QE827,571QC811,4.44365727,17.77462908
571QE837,571QC811,3.564380016,14.25752007
571QC806,571QC811,3.616318779,14.46527512
571QC807,571QC811,3.615855813,14.46342325
571QC808,571QC811,3.181286373,12.72514549
571QE806,571QC811,5.059175416,20.23670166
571QE810,571QC811,4.734534588,18.93813835
571QE815,571QC811,6.116079195,24.46431678
571QE816,571QC811,6.195054132,24.78021653
571QE823,571QC811,5.816718976,23.2668759
571QE825,571QC811,5.653527785,22.61411114
571QE826,571QC811,4.915068978,19.66027591
571QE829,571QC811,6.472728462,25.89091385
571QE832,571QC811,6.577836776,26.3113471
571QE833,571QC811,5.061305169,20.24522068
571QC802,571QC813,1.600084339,6.400337356
571QC803,571QC813,1.341730854,5.366923416
571QC805,571QC813,0.578622451,2.314489804
571QC809,571QC813,1.494303617,5.977214466
571QC811,571QC813,0.815938415,3.26375366
571QC813,571QC813,0,0
571QC814,571QC813,0.6624294,2.649717599
571QC816,571QC813,2.278383293,9.113533173
571QC820,571QC813,2.871251581,11.48500633
571QC822,571QC813,1.94803971,7.792158842
571QC823,571QC813,1.275814207,5.103256829
571QC824,571QC813,0.676872139,2.707488556
571QC828,571QC813,2.422303206,9.689212824
571QC826,571QC813,2.44493108,9.779724318
571QD802,571QC813,6.351038417,25.40415367
571QD804,571QC813,5.670277709,22.68111084
571QD809,571QC813,5.723872689,22.89549076
571QD812,571QC813,4.887660084,19.55064034
571QD813,571QC813,5.731160181,22.92464072
571QD814,571QC813,4.196724924,16.7868997
571QD815,571QC813,5.751675522,23.00670209
571QD816,571QC813,4.931222103,19.72488841
571QD818,571QC813,4.42176211,17.68704844
571QD820,571QC813,3.138588257,12.55435303
571QD821,571QC813,5.967729782,23.87091913
571NF801,571QC813,3.383016583,13.53206633
571NF805,571QC813,3.537312522,14.14925009
571NF806,571QC813,4.638714778,18.55485911
571NF807,571QC813,2.006775328,8.027101313
571NF808,571QC813,6.620507755,26.48203102
571NF809,571QC813,5.813373773,23.25349509
571AG803,571QC813,4.30305519,17.21222076
571AG806,571QC813,2.10520159,8.420806358
571QE801,571QC813,3.162381626,12.6495265
571QE807,571QC813,2.340720061,9.362880242
571QE813,571QC813,4.634978884,18.53991554
571QE814,571QC813,4.384605753,17.53842301
571QE819,571QC813,3.039242898,12.15697159
571QE820,571QC813,3.410911994,13.64364798
571QE821,571QC813,3.791380643,15.16552257
571QE827,571QC813,4.165240964,16.66096385
571QE837,571QC813,3.19571452,12.78285808
571QC806,571QC813,2.912502995,11.65001198
571QC807,571QC813,2.911928891,11.64771556
571QC808,571QC813,2.46256125,9.850244999
571QE806,571QC813,4.868965289,19.47586116
571QE810,571QC813,4.736142437,18.94456975
571QE815,571QC813,6.155173182,24.62069273
571QE816,571QC813,6.276244812,25.10497925
571QE823,571QC813,5.692261234,22.76904494
571QE825,571QC813,5.596019995,22.38407998
571QE826,571QC813,4.863780249,19.455121
571QE829,571QC813,6.226544157,24.90617663
571QE832,571QC813,6.252536307,25.01014523
571QE833,571QC813,5.150088353,20.60035341
571QC802,571QC814,2.130598885,8.52239554
571QC803,571QC814,1.80432449,7.217297962
571QC805,571QC814,0.269612411,1.078449646
571QC809,571QC814,1.943112971,7.772451883
571QC811,571QC814,0.918131287,3.672525147
571QC813,571QC814,0.662439149,2.649756594
571QC814,571QC814,0,0
571QC816,571QC814,1.723600503,6.894402013
571QC820,571QC814,2.248421203,8.993684814
571QC822,571QC814,1.621399524,6.485598095
571QC823,571QC814,1.135442039,4.541768158
571QC824,571QC814,0.5163187,2.065274801
571QC828,571QC814,1.761417402,7.045669608
571QC826,571QC814,1.951680457,7.806721827
571QD802,571QC814,6.762097056,27.04838822
571QD804,571QC814,6.107107072,24.42842829
571QD809,571QC814,6.01147413,24.04589652
571QD812,571QC814,5.229707034,20.91882813
571QD813,571QC814,5.967207261,23.86882904
571QD814,571QC814,4.494415206,17.97766082
571QD815,571QC814,6.119918803,24.47967521
571QD816,571QC814,5.474688134,21.89875254
571QD818,571QC814,5.047446077,20.18978431
571QD820,571QC814,3.585051521,14.34020608
571QD821,571QC814,6.469907277,25.87962911
571NF801,571QC814,3.770836869,15.08334747
571NF805,571QC814,3.864012866,15.45605146
571NF806,571QC814,5.002614757,20.01045903
571NF807,571QC814,2.240232281,8.960929124
571NF808,571QC814,6.747334089,26.98933635
571NF809,571QC814,6.084634677,24.33853871
571AG803,571QC814,3.874271585,15.49708634
571AG806,571QC814,1.981428754,7.925715016
571QE801,571QC814,3.809418265,15.23767306
571QE807,571QC814,2.96756044,11.87024176
571QE813,571QC814,5.284307775,21.1372311
571QE814,571QC814,5.035605838,20.14242335
571QE819,571QC814,3.622177983,14.48871193
571QE820,571QC814,3.951694736,15.80677894
571QE821,571QC814,4.31251421,17.25005684
571QE827,571QC814,4.827691332,19.31076533
571QE837,571QC814,3.854666137,15.41866455
571QC806,571QC814,3.435018361,13.74007344
571QC807,571QC814,3.434341145,13.73736458
571QC808,571QC814,2.97790937,11.91163748
571QE806,571QC814,5.52912591,22.11650364
571QE810,571QC814,5.366706268,21.46682507
571QE815,571QC814,6.779535578,27.11814231
571QE816,571QC814,6.889173108,27.55669243
571QE823,571QC814,6.347039768,25.38815907
571QE825,571QC814,6.240624609,24.96249844
571QE826,571QC814,5.505893439,22.02357376
571QE829,571QC814,6.889074898,27.55629959
571QE832,571QC814,6.911654846,27.64661938
571QE833,571QC814,5.758276394,23.03310558
571QC802,571QC816,3.169780266,12.67912106
571QC803,571QC816,2.774434455,11.09773782
571QC805,571QC816,1.701980661,6.807922646
571QC809,571QC816,2.844941771,11.37976709
571QC811,571QC816,1.832177694,7.328710777
571QC813,571QC816,2.278357135,9.11342854
571QC814,571QC816,1.723553608,6.894214431
571QC816,571QC816,0,0
571QC820,571QC816,0.761769985,3.047079938
571QC822,571QC816,0.912994694,3.651978775
571QC823,571QC816,1.421455896,5.685823585
571QC824,571QC816,1.643466544,6.573866177
571QC828,571QC816,1.285549466,5.142197863
571QC826,571QC816,0.374332276,1.497329106
571QD802,571QC816,7.032446355,28.12978542
571QD804,571QC816,6.486104238,25.94441695
571QD809,571QC816,5.955683466,23.82273387
571QD812,571QC816,5.37717373,21.50869492
571QD813,571QC816,5.771304861,23.08521944
571QD814,571QC816,4.578876584,18.31550633
571QD815,571QC816,6.2900775,25.16031
571QD816,571QC816,6.237723823,24.95089529
571QD818,571QC816,6.165683179,24.66273272
571QD820,571QC816,4.180624269,16.72249707
571QD821,571QC816,7.047317599,28.18927039
571NF801,571QC816,5.471516406,21.88606563
571NF805,571QC816,5.532928638,22.13171455
571NF806,571QC816,6.683796585,26.73518634
571NF807,571QC816,3.889098134,15.55639254
571NF808,571QC816,8.182684457,32.73073783
571NF809,571QC816,7.688847814,30.75539126
571AG803,571QC816,2.248276426,8.993105704
571AG806,571QC816,1.57775032,6.311001281
571QE801,571QC816,5.091416524,20.3656661
571QE807,571QC816,4.610691585,18.44276634
571QE813,571QC816,6.853812919,27.41525167
571QE814,571QC816,6.598834167,26.39533667
571QE819,571QC816,5.315823988,21.26329595
571QE820,571QC816,5.667852888,22.67141155
571QE821,571QC816,6.03378252,24.13513008
571QE827,571QC816,6.275179676,25.10071871
571QE837,571QC816,5.378644768,21.51457907
571QC806,571QC816,5.155203645,20.62081458
571QC807,571QC816,5.154545775,20.6181831
571QC808,571QC816,4.698732252,18.79492901
571QE806,571QC816,6.886438845,27.54575538
571QE810,571QC816,6.500669044,26.00267618
571QE815,571QC816,7.845773437,31.38309375
571QE816,571QC816,7.894212213,31.57684885
571QE823,571QC816,7.626916044,30.50766418
571QE825,571QC816,7.439731243,29.75892497
571QE826,571QC816,6.703992475,26.8159699
571QE829,571QC816,8.304267062,33.21706825
571QE832,571QC816,8.407031312,33.62812525
571QE833,571QC816,6.769743209,27.07897284
571QC802,571QC820,3.907944031,15.63177613
571QC803,571QC820,3.513456171,14.05382468
571QC805,571QC820,2.297152079,9.188608315
571QC809,571QC820,3.591223527,14.36489411
571QC811,571QC820,2.541779426,10.1671177
571QC813,571QC820,2.871310362,11.48524145
571QC814,571QC820,2.24842825,8.993713
571QC816,571QC820,0.761784353,3.04713741
571QC820,571QC820,0,0
571QC822,571QC820,1.664081705,6.656326818
571QC823,571QC820,2.168233971,8.672935886
571QC824,571QC820,2.294522039,9.178088158
571QC828,571QC820,1.053604999,4.214419997
571QC826,571QC820,0.967904103,3.87161641
571QD802,571QC820,7.757136193,31.02854477
571QD804,571QC820,7.225659816,28.90263927
571QD809,571QC820,6.635104441,26.54041776
571QD812,571QC820,6.09541481,24.38165924
571QD813,571QC820,6.423524292,25.69409717
571QD814,571QC820,5.296093239,21.18437296
571QD815,571QC820,7.00494327,28.01977308
571QD816,571QC820,6.999441511,27.99776604
571QD818,571QC820,6.912986606,27.65194642
571QD820,571QC820,4.941513298,19.76605319
571QD821,571QC820,7.801442324,31.2057693
571NF801,571QC820,5.859408916,23.43763566
571NF805,571QC820,5.871839722,23.48735889
571NF806,571QC820,7.028105913,28.11242365
571NF807,571QC820,4.236517123,16.94606849
571NF808,571QC820,8.281986544,33.12794618
571NF809,571QC820,7.932829706,31.73131883
571AG803,571QC820,2.254804815,9.019219262
571AG806,571QC820,2.312659414,9.250637656
571QE801,571QC820,5.812914117,23.25165647
571QE807,571QC820,5.209189678,20.83675871
571QE813,571QC820,7.498870455,29.99548182
571QE814,571QC820,7.246365273,28.98546109
571QE819,571QC820,5.868494074,23.4739763
571QE820,571QC820,6.179144372,24.71657749
571QE821,571QC820,6.524549019,26.09819607
571QE827,571QC820,6.964144599,27.8565784
571QE837,571QC820,6.039215017,24.15686007
571QC806,571QC820,5.654680757,22.61872303
571QC807,571QC820,5.653944088,22.61577635
571QC808,571QC820,5.197648585,20.79059434
571QE806,571QC820,7.599754308,30.39901723
571QE810,571QC820,7.247191801,28.9887672
571QE815,571QC820,8.600279343,34.40111737
571QE816,571QC820,8.652378327,34.60951331
571QE823,571QC820,8.356609001,33.42643601
571QE825,571QC820,8.180788646,32.72315458
571QE826,571QC820,7.443652427,29.77460971
571QE829,571QC820,9.006713604,36.02685441
571QE832,571QC820,9.085144982,36.34057993
571QE833,571QC820,7.526359608,30.10543843
571QC802,571QC822,2.411749894,9.646999578
571QC803,571QC822,2.023545813,8.09418325
571QC805,571QC822,1.460432955,5.841731819
571QC809,571QC822,2.064194654,8.256778616
571QC811,571QC822,1.251554452,5.006217808
571QC813,571QC822,1.947948807,7.791795229
571QC814,571QC822,1.621340025,6.485360099
571QC816,571QC822,0.912978937,3.651915747
571QC820,571QC822,1.664020125,6.656080499
571QC822,571QC822,0,0
571QC823,571QC822,0.737766049,2.951064195
571QC824,571QC822,1.277198216,5.108792865
571QC828,571QC822,2.056849848,8.227399391
571QC826,571QC822,0.760581137,3.04232455
571QD802,571QC822,6.124902776,24.49961111
571QD804,571QC822,5.573470589,22.29388235
571QD809,571QC822,5.08166971,20.32667884
571QD812,571QC822,4.474211893,17.89684757
571QD813,571QC822,4.923244553,19.69297821
571QD814,571QC822,3.677581841,14.71032737
571QD815,571QC822,5.388399976,21.5535999
571QD816,571QC822,5.346752846,21.38701138
571QD818,571QC822,5.351464206,21.40585682
571QD820,571QC822,3.284814762,13.13925905
571QD821,571QC822,6.137288482,24.54915393
571NF801,571QC822,5.32148236,21.28592944
571NF805,571QC822,5.450471308,21.80188523
571NF806,571QC822,6.571437845,26.28575138
571NF807,571QC822,3.849808529,15.39923412
571NF808,571QC822,8.361369668,33.44547867
571NF809,571QC822,7.69542136,30.78168544
571AG803,571QC822,2.370329849,9.481319394
571AG806,571QC822,0.674821029,2.699284114
571QE801,571QC822,4.355039012,17.42015605
571QE807,571QC822,4.141670582,16.56668233
571QE813,571QC822,6.264552219,25.05820888
571QE814,571QC822,6.007186165,24.02874466
571QE819,571QC822,4.912394974,19.6495799
571QE820,571QC822,5.32597041,21.30388164
571QE821,571QC822,5.717828201,22.8713128
571QE827,571QC822,5.603527522,22.41411009
571QE837,571QC822,4.77515383,19.10061532
571QC806,571QC822,4.843323859,19.37329543
571QC807,571QC822,4.842808404,19.37123362
571QC808,571QC822,4.39977415,17.5990966
571QE806,571QC822,6.157493076,24.6299723
571QE810,571QC822,5.687810565,22.75124226
571QE815,571QC822,7.003549133,28.01419653
571QE816,571QC822,7.037037214,28.14814885
571QE823,571QC822,6.856255718,27.42502287
571QE825,571QC822,6.64009578,26.56038312
571QE826,571QC822,5.910455694,23.64182278
571QE829,571QC822,7.592878835,30.37151534
571QE832,571QC822,7.744578759,30.97831504
571QE833,571QC822,5.920869312,23.68347725
571QC802,571QC823,1.749567879,6.998271515
571QC803,571QC823,1.354275906,5.417103623
571QC805,571QC823,0.900434882,3.601739528
571QC809,571QC823,1.423929687,5.695718747
571QC811,571QC823,0.517606996,2.070427985
571QC813,571QC823,1.275773503,5.103094011
571QC814,571QC823,1.135432729,4.541730915
571QC816,571QC823,1.421408862,5.685635446
571QC820,571QC823,2.168117132,8.67246853
571QC822,571QC823,0.737771129,2.951084518
571QC823,571QC823,0,0
571QC824,571QC823,0.660856328,2.643425312
571QC828,571QC823,2.230324827,8.921299308
571QC826,571QC823,1.417443797,5.669775189
571QD802,571QC823,5.891772052,23.56708821
571QD804,571QC823,5.285073449,21.14029379
571QD809,571QC823,5.003331029,20.01332412
571QD812,571QC823,4.289315211,17.15726084
571QD813,571QC823,4.916048545,19.66419418
571QD814,571QC823,3.517454331,14.06981732
571QD815,571QC823,5.199018525,20.7960741
571QD816,571QC823,4.882171655,19.52868662
571QD818,571QC823,4.745443526,18.9817741
571QD820,571QC823,2.85448576,11.41794304
571QD821,571QC823,5.762493434,23.04997373
571NF801,571QC823,4.65638783,18.62555132
571NF805,571QC823,4.812157078,19.24862831
571NF806,571QC823,5.913314673,23.65325869
571NF807,571QC823,3.254452367,13.01780947
571NF808,571QC823,7.836797147,31.34718859
571NF809,571QC823,7.082957292,28.33182917
571AG803,571QC823,3.100144337,12.40057735
571AG806,571QC823,0.857211066,3.428844262
571QE801,571QC823,3.680469285,14.72187714
571QE807,571QC823,3.40505553,13.62022212
571QE813,571QC823,5.536138308,22.14455323
571QE814,571QC823,5.278991037,21.11596415
571QE819,571QC823,4.181066229,16.72426492
571QE820,571QC823,4.60394656,18.41578624
571QE821,571QC823,5.0001236,20.0004944
571QE827,571QC823,4.897687264,19.59074906
571QE837,571QC823,4.047851328,16.19140531
571QC806,571QC823,4.129673009,16.51869203
571QC807,571QC823,4.12919465,16.5167786
571QC808,571QC823,3.691798635,14.76719454
571QE806,571QC823,5.480306694,21.92122678
571QE810,571QC823,5.080072902,20.32029161
571QE815,571QC823,6.432763465,25.73105386
571QE816,571QC823,6.490000045,25.96000018
571QE823,571QC823,6.208364898,24.83345959
571QE825,571QC823,6.018076236,24.07230494
571QE826,571QC823,5.282438813,21.12975525
571QE829,571QC823,6.906957275,27.6278291
571QE832,571QC823,7.037281581,28.14912632
571QE833,571QC823,5.361444232,21.44577693
571QC802,571QC824,1.751078253,7.004313011
571QC803,571QC824,1.388783456,5.555133824
571QC805,571QC824,0.252771695,1.01108678
571QC809,571QC824,1.513164198,6.052656792
571QC811,571QC824,0.416832471,1.667329886
571QC813,571QC824,0.676862584,2.707450337
571QC814,571QC824,0.516318663,2.065274653
571QC816,571QC824,1.643458739,6.573834954
571QC820,571QC824,2.294442198,9.177768793
571QC822,571QC824,1.277238785,5.108955141
571QC823,571QC824,0.660863612,2.643454448
571QC824,571QC824,0,0
571QC828,571QC824,2.039357842,8.157431367
571QC826,571QC824,1.779379862,7.117519446
571QD802,571QC824,6.277420568,25.10968227
571QD804,571QC824,5.633333784,22.53333514
571QD809,571QC824,5.499885742,21.99954297
571QD812,571QC824,4.728178712,18.91271485
571QD813,571QC824,5.451511195,21.80604478
571QD814,571QC824,3.985845845,15.94338338
571QD815,571QC824,5.623287338,22.49314935
571QD816,571QC824,5.065832336,20.26332935
571QD818,571QC824,4.738700687,18.95480275
571QD820,571QC824,3.125722722,12.50289089
571QD821,571QC824,6.028514525,24.1140581
571NF801,571QC824,4.044766572,16.17906629
571NF805,571QC824,4.180795797,16.72318319
571NF806,571QC824,5.296143116,21.18457247
571NF807,571QC824,2.602322847,10.40929139
571NF808,571QC824,7.176321018,28.70528407
571NF809,571QC824,6.439948108,25.75979243
571AG803,571QC824,3.626225112,14.50490045
571AG806,571QC824,1.518003717,6.072014866
571QE801,571QC824,3.558951475,14.2358059
571QE807,571QC824,2.971856376,11.8874255
