from,to,dist,time
571FP,571AF,18.178,41.356
571FP,571AG,35.478,75.956
571FP,571AC,20.221,45.442
571FP,571AQ,21.098,47.196
571FP,571AM,14.087,33.174
571FP,571AB,72.162,149.324
571FP,571JC,73.384,151.768
571FP,571KH,82.899,170.798
571FP,571TH,106.497,217.994
571FP,571TL,61.198,127.396
571FP,571DA,29.217,63.434
571FP,571K,19.121,43.242
571FP,571KF,24.736,54.472
571FP,571KC,27.495,59.99
571FP,571TD,17.649,40.298
571FP,571TN,19.306,43.612
571FP,571HC,12.825,30.65
571FP,571TM,13.465,31.93
571FP,571B,24.202,53.404
571FP,571BM,14.543,34.086
571FP,571CAE,14.294,28.588
571FP,571FC,8.53,17.06
571FP,571FN,4.311,8.622
571FP,571LD,7.341,14.682
571FP,571FT,13.612,27.224
571FP,571KB,14.425,28.85
571FP,571CS,16.83,38.66
571FP,571D,21.667,48.334
571FP,571DC,32.818,70.636
571FP,571CC,8.936,17.872
571FP,571FQ,9.585,19.17
571FP,571HK,13.396,26.792
571FP,571E,16.04,37.08
571FP,571EA,14.596,34.192
571FP,571HB,20.032,45.064
571FP,571KT,20.372,45.744
571FP,571DB,27.435,59.87
571FP,571DJ,24.899,54.798
571FP,571H,26.679,58.358
571FP,571TF,30.323,65.646
571FP,571TQ,19.904,44.808
571FP,571FF,15.902,31.804
571FP,571FH,20.964,41.928
571FP,571FL,18.59,37.18
571FP,571FJ,99.832,204.664
571FP,571SC,100.299,205.598
571FP,571FG,49.491,98.982
571FP,571MQ,52.327,104.654
571FP,571NF,33.205,71.41
571FP,571NG,47.17,99.34
571FP,571FA,2.331,4.662
571FP,571HJ,4.625,9.25
571FP,571LB,3.952,7.904
571FP,571QKA,33.342,71.684
571FP,571QKB,22.199,49.398
571FP,571QKC,31.044,67.088
571FP,571QKD,22.825,50.65
571FP,571QKE,10.657,21.314
571FP,571QKF,14.079,33.158
571FP,571QKG,41.84,88.68
571FP,571QKT,0,0
571FP,571FM,12.95,25.9
571FP,571FD,25.288,50.576
571FP,571FR,34.623,69.246
571FP,571FS,37.07,74.14
571FP,571LH,12.973,25.946
571FP,571SH,44.224,88.448
571FP,571FK,67.567,140.134
571FP,571G,45.712,96.424
571FP,571GB,36.767,78.534
571FP,571GC,53.25,111.5
571FP,571HG,57.559,120.118
571FP,571SB,45.761,96.522
571FP,571SD,42.592,90.184
571FP,571CK,7.043,14.086
571FP,571CL,9.421,18.842
571FP,571FB,11.398,22.796
571FP,571CD,30.155,65.31
571FP,571HN,33.945,72.89
571FP,571J,26.882,58.764
571FP,571JB,25.483,55.966
571FP,571KA,15.858,36.716
571FP,571KL,24.109,53.218
571FP,571FE,34.564,69.128
571FP,571MC,29.27,58.54
571FP,571MF,24.012,48.024
571FP,571M,22.94,45.88
571FP,571MB,14.849,29.698
571FP,571MD,34.241,68.482
571FP,571NA,54.107,113.214
571FP,571NE,48.566,102.132
571FP,571NC,17.013,39.026
571FP,571P,14.185,33.37
571FP,571PB,10.243,25.486
571FP,571PC,15.791,36.582
571FP,571PD,16.73,38.46
571FP,571AJ,23.023,51.046
571FP,571KJ,22.166,49.332
571FP,571PF,10.951,26.902
571FP,571PG,26.348,57.696
571FP,571PH,14.649,34.298
571FP,571AE,31.51,68.02
571FP,571HP,37.943,80.886
571FP,571QF,30.9,66.8
571FP,571QA,26.294,57.588
571FP,571QC,32.826,70.652
571FP,571QD,29.208,63.416
571FP,571QE,30.723,66.446
571FP,571QM,24.475,48.95
571FP,571L,88.51,182.02
571FP,571LA,87.022,179.044
571FP,571SF,161.91,328.82
571FP,571SA,140.514,286.028
571FP,571SE,135.495,275.99
571FP,571SP,156.087,317.174
571FP,571SQ,115.347,235.694
571FP,571ST,129.521,264.042
571FP,571NB,34.974,74.948
571FP,571NH,40.982,86.964
571FP,571QB,49.816,104.632
571FP,571FX,4.095,8.19
571FP,571KM,5.554,11.108
571FP,571TC,30.728,66.456
571FP,571TB,37.15,79.3
571FP,571TE,43.789,92.578
571FP,571TK,28.665,62.33
571FP,571TP,38.56,82.12
571FP,571W,19.954,44.908
571FP,571WA,17.969,35.938
571FP,571WW,23.447,46.894
571HJ,571AA,12.434,29.868
571HJ,571AD,17.72,40.44
571HJ,571AF,13.679,32.358
571HJ,571AG,30.059,65.118
571HJ,571AC,24.054,53.108
571HJ,571AQ,25.884,56.768
571HJ,571AM,12.137,29.274
571HJ,571AB,66.908,138.816
571HJ,571JC,68.13,141.26
571HJ,571KH,77.645,160.29
571HJ,571TH,101.243,207.486
571HJ,571TL,55.944,116.888
571HJ,571DA,22.891,50.782
571HJ,571K,17.477,39.954
571HJ,571KF,19.317,43.634
571HJ,571KC,23.988,52.976
571HJ,571TD,21.482,47.964
571HJ,571TN,23.139,51.278
571HJ,571HC,16.658,38.316
571HJ,571TM,17.298,39.596
571HJ,571B,18.915,42.83
571HJ,571BM,9.6,24.2
571HJ,571CAE,9.04,18.08
571HJ,571FC,4.159,8.318
571HJ,571FN,7.209,14.418
571HJ,571LD,2.601,5.202
571HJ,571FT,9.093,18.186
571HJ,571KB,9.171,18.342
571HJ,571CS,11.887,28.774
571HJ,571D,16.248,37.496
571HJ,571DC,27.399,59.798
571HJ,571CC,11.914,23.828
571HJ,571FQ,13.442,26.884
571HJ,571HK,13.642,27.284
571HJ,571E,11.097,27.194
571HJ,571EA,9.653,24.306
571HJ,571HB,23.865,52.73
571HJ,571KT,24.205,53.41
571HJ,571DB,22.016,49.032
571HJ,571DJ,19.48,43.96
571HJ,571H,30.512,66.024
571HJ,571TF,34.154,73.308
571HJ,571TQ,23.737,52.474
571HJ,571FF,10.648,21.296
571HJ,571FH,15.71,31.42
571HJ,571FL,13.336,26.672
571HJ,571FJ,94.578,194.156
571HJ,571SC,95.045,195.09
571HJ,571FG,49.717,99.434
571HJ,571MQ,52.553,105.106
571HJ,571NF,27.849,60.698
571HJ,571NG,39.931,84.862
571HJ,571FA,5.229,10.458
571HJ,571FP,5.365,10.73
571HJ,571LB,5.521,11.042
571HJ,571QKA,27.986,60.972
571HJ,571QKB,22.425,49.85
571HJ,571QKC,33.528,72.056
571HJ,571QKD,23.967,52.934
571HJ,571QKE,5.403,10.806
571HJ,571QKF,12.129,29.258
571HJ,571QKG,36.553,78.106
571HJ,571QKT,0,0
571HJ,571FM,8.431,16.862
571HJ,571FD,33.013,66.026
571HJ,571FR,23.461,46.922
571HJ,571FS,44.795,89.59
571HJ,571LH,15.941,31.882
571HJ,571SH,35.753,71.506
571HJ,571FK,62.313,129.626
571HJ,571G,40.458,85.916
571HJ,571GB,31.513,68.026
571HJ,571GC,47.996,100.992
571HJ,571HG,52.305,109.61
571HJ,571SB,40.507,86.014
571HJ,571SD,37.338,79.676
571HJ,571CK,1.113,2.226
571HJ,571CL,5.137,10.274
571HJ,571FB,6.879,13.758
571HJ,571CD,24.868,54.736
571HJ,571HN,34.953,74.906
571HJ,571J,21.595,48.19
571HJ,571JB,20.196,45.392
571HJ,571KA,12.567,30.134
571HJ,571KL,18.822,42.644
571HJ,571FE,31.919,63.838
571HJ,571MC,33.103,66.206
571HJ,571MF,24.158,48.316
571HJ,571M,23.166,46.332
571HJ,571MB,20.289,40.578
571HJ,571MD,34.467,68.934
571HJ,571NA,41.567,88.134
571HJ,571NE,35.276,75.552
571HJ,571NC,20.244,45.488
571HJ,571P,9.242,23.484
571HJ,571PB,9.691,24.382
571HJ,571PC,10.848,26.696
571HJ,571PD,11.476,27.952
571HJ,571AJ,18.397,41.794
571HJ,571KJ,17.54,40.08
571HJ,571PF,6.008,17.016
571HJ,571PG,21.094,47.188
571HJ,571PH,9.706,24.412
571HJ,571AE,34.608,74.216
571HJ,571HP,37.695,80.39
571HJ,571QF,33.384,71.768
571HJ,571QA,21.007,47.014
571HJ,571QC,27.407,59.814
571HJ,571QD,23.921,52.842
571HJ,571QE,25.304,55.608
571HJ,571QM,24.701,49.402
571HJ,571L,83.256,171.512
571HJ,571LA,81.768,168.536
571HJ,571SF,156.656,318.312
571HJ,571SA,135.26,275.52
571HJ,571SE,130.241,265.482
571HJ,571SP,150.833,306.666
571HJ,571SQ,110.093,225.186
571HJ,571ST,124.267,253.534
571HJ,571NB,37.186,79.372
571HJ,571NH,35.695,76.39
571HJ,571QB,44.562,94.124
571HJ,571FX,7.952,15.904
571HJ,571KM,10.91,21.82
571HJ,571TC,38.716,82.432
571HJ,571TB,26.371,57.742
571HJ,571TE,36.55,78.1
571HJ,571TK,25.158,55.316
571HJ,571TP,36.137,77.274
571HJ,571W,23.787,52.574
571HJ,571WA,18.115,36.23
571HJ,571WW,23.673,47.346
571LB,571AA,17.175,39.35
571LB,571AD,21.328,47.656
571LB,571AF,16.499,37.998
571LB,571AG,33.799,72.598
571LB,571AC,18.542,42.084
571LB,571AQ,24.189,53.378
571LB,571AM,12.408,29.816
571LB,571AB,73.62,152.24
571LB,571JC,74.842,154.684
571LB,571KH,84.357,173.714
571LB,571TH,107.955,220.91
571LB,571TL,62.656,130.312
571LB,571DA,27.538,60.076
571LB,571K,17.442,39.884
571LB,571KF,23.057,51.114
571LB,571KC,25.816,56.632
571LB,571TD,15.97,36.94
571LB,571TN,17.627,40.254
571LB,571HC,11.146,27.292
571LB,571TM,11.786,28.572
571LB,571B,22.523,50.046
571LB,571BM,16.001,37.002
571LB,571CAE,15.752,31.504
571LB,571FC,11.609,23.218
571LB,571FN,7.747,15.494
571LB,571LD,10.051,20.102
571LB,571FT,16.215,32.43
571LB,571KB,15.883,31.766
571LB,571CS,18.288,41.576
571LB,571D,19.988,44.976
571LB,571DC,31.139,67.278
571LB,571CC,12.372,24.744
571LB,571FQ,12.719,25.438
571LB,571HK,16.832,33.664
571LB,571E,17.498,39.996
571LB,571EA,16.054,37.108
571LB,571HB,18.353,41.706
571LB,571KT,18.693,42.386
571LB,571DB,25.756,56.512
571LB,571DJ,23.22,51.44
571LB,571H,25,55
571LB,571TF,28.644,62.288
571LB,571TQ,18.225,41.45
571LB,571FF,17.36,34.72
571LB,571FH,22.422,44.844
571LB,571FL,20.048,40.096
571LB,571FJ,101.29,207.58
571LB,571SC,101.757,208.514
571LB,571FG,47.812,95.624
571LB,571MQ,50.648,101.296
571LB,571NF,31.526,68.052
571LB,571NG,45.491,95.982
571LB,571FA,5.767,11.534
571LB,571FP,4.37,8.74
571LB,571HJ,7.73,15.46
571LB,571QKA,31.663,68.326
571LB,571QKB,20.52,46.04
571LB,571QKC,29.365,63.73
571LB,571QKD,18.455,41.91
571LB,571QKE,12.115,24.23
571LB,571QKF,12.4,29.8
571LB,571QKG,40.161,85.322
571LB,571QKT,0,0
571LB,571FM,15.553,31.106
571LB,571FD,32.364,64.728
571LB,571FR,41.699,83.398
571LB,571FS,44.146,88.292
571LB,571LH,16.409,32.818
571LB,571SH,51.3,102.6
571LB,571FK,69.025,143.05
571LB,571G,47.17,99.34
571LB,571GB,38.225,81.45
571LB,571GC,54.708,114.416
571LB,571HG,59.017,123.034
571LB,571SB,47.219,99.438
571LB,571SD,44.05,93.1
571LB,571CK,8.508,17.016
571LB,571CL,12.216,24.432
571LB,571FB,14.297,28.594
571LB,571CD,28.476,61.952
571LB,571HN,32.266,69.532
571LB,571J,25.203,55.406
571LB,571JB,23.804,52.608
571LB,571KA,14.179,33.358
571LB,571KL,22.43,49.86
571LB,571FE,32.885,65.77
571LB,571MC,27.591,55.182
571LB,571MF,22.463,44.926
571LB,571M,21.261,42.522
571LB,571MB,18.594,37.188
571LB,571MD,32.562,65.124
571LB,571NA,52.428,109.856
571LB,571NE,46.887,98.774
571LB,571NC,15.334,35.668
571LB,571P,15.643,36.286
571LB,571PB,8.19,21.38
571LB,571PC,15.535,36.07
571LB,571PD,18.188,41.376
571LB,571AJ,21.344,47.688
571LB,571KJ,20.487,45.974
571LB,571PF,12.409,29.818
571LB,571PG,27.806,60.612
571LB,571PH,9.621,24.242
571LB,571AE,29.831,64.662
571LB,571HP,36.264,77.528
571LB,571QF,29.221,63.442
571LB,571QA,24.615,54.23
571LB,571QC,31.147,67.294
571LB,571QD,27.529,60.058
571LB,571QE,29.044,63.088
571LB,571QM,22.796,45.592
571LB,571L,89.968,184.936
571LB,571LA,88.48,181.96
571LB,571SF,163.368,331.736
571LB,571SA,141.972,288.944
571LB,571SE,136.953,278.906
571LB,571SP,157.545,320.09
571LB,571SQ,116.805,238.61
571LB,571ST,130.979,266.958
571LB,571NB,33.295,71.59
571LB,571NH,39.303,83.606
571LB,571QB,51.274,107.548
571LB,571FX,7.215,14.43
571LB,571KM,5.317,10.634
571LB,571TC,29.049,63.098
571LB,571TB,35.471,75.942
571LB,571TE,42.11,89.22
571LB,571TK,26.986,58.972
571LB,571TP,36.881,78.762
571LB,571W,18.275,41.55
571LB,571WA,16.42,32.84
571LB,571WW,21.768,43.536
571QKA,571AA,14.344,28.688
571QKA,571AD,10.939,21.878
571QKA,571AF,14.183,28.366
571QKA,571AG,7.28,14.56
571QKA,571AC,32.517,65.034
571QKA,571AQ,42.501,85.002
571QKA,571AM,18.863,37.726
571QKA,571AB,52.444,104.888
571QKA,571JC,53.666,107.332
571QKA,571KH,63.181,126.362
571QKA,571TH,86.779,173.558
571QKA,571TL,41.48,82.96
571QKA,571DA,18.402,36.804
571QKA,571K,18.627,37.254
571QKA,571KF,14.717,29.434
571QKA,571KC,19.499,38.998
571QKA,571TD,24.183,48.366
571QKA,571TN,23.235,46.47
571QKA,571HC,24.356,48.712
571QKA,571TM,22.363,44.726
571QKA,571B,11.16,22.32
571QKA,571BM,17.078,34.156
571QKA,571CAE,24.806,54.612
571QKA,571FC,29.536,64.072
571QKA,571FN,35.925,76.85
571QKA,571LD,27.974,60.948
571QKA,571FT,26.322,57.644
571QKA,571KB,24.937,54.874
571QKA,571CS,14.676,29.352
571QKA,571D,11.697,23.394
571QKA,571DC,3.661,7.322
571QKA,571CC,38.127,81.254
571QKA,571FQ,45.721,96.442
571QKA,571HK,51.122,107.244
571QKA,571E,15.591,31.182
571QKA,571EA,17.125,34.25
571QKA,571HB,32.328,64.656
571QKA,571KT,32.668,65.336
571QKA,571DB,9.27,18.54
571QKA,571DJ,11.275,22.55
571QKA,571H,28.536,57.072
571QKA,571TF,33.555,67.11
571QKA,571TQ,31.419,62.838
571QKA,571FF,26.414,57.828
571QKA,571FH,31.245,67.49
571QKA,571FL,28.871,62.742
571QKA,571FJ,120.102,240.204
571QKA,571SC,108.479,216.958
571QKA,571FG,71.478,147.956
571QKA,571MQ,53.369,111.738
571QKA,571NF,0.136,0.272
571QKA,571NG,9.575,19.15
571QKA,571FA,33.945,72.89
571QKA,571FP,32.548,70.096
571QKA,571HJ,27.695,60.39
571QKA,571LB,30.451,65.902
571QKA,571QKB,46.668,93.336
571QKA,571QKC,20.515,41.03
571QKA,571QKD,32.43,64.86
571QKA,571QKE,26.311,57.622
571QKA,571QKF,18.855,37.71
571QKA,571QKG,22.922,45.844
571QKA,571QKT,0,5
571QKA,571FM,25.958,56.916
571QKA,571FD,59.189,123.378
571QKA,571FR,48.575,102.15
571QKA,571FS,70.971,146.942
571QKA,571LH,55.16,115.32
571QKA,571SH,62.373,129.746
571QKA,571FK,72.948,145.896
571QKA,571G,51.093,102.186
571QKA,571GB,44.947,89.894
571QKA,571GC,61.43,122.86
571QKA,571HG,55.206,110.412
571QKA,571SB,53.941,107.882
571QKA,571SD,47.973,95.946
571QKA,571CK,26.81,58.62
571QKA,571CL,26.553,58.106
571QKA,571FB,26.817,58.634
571QKA,571CD,11.488,22.976
571QKA,571HN,15.656,31.312
571QKA,571J,11.834,23.668
571QKA,571JB,11.257,22.514
571QKA,571KA,16.773,33.546
571QKA,571KL,12.557,25.114
571QKA,571FE,47.766,100.532
571QKA,571MC,42.472,89.944
571QKA,571MF,45.28,95.56
571QKA,571M,47.409,99.818
571QKA,571MB,44.612,94.224
571QKA,571MD,58.71,122.42
571QKA,571NA,13.978,27.956
571QKA,571NE,7.687,15.374
571QKA,571NC,21.394,42.788
571QKA,571P,18.264,36.528
571QKA,571PB,19.648,39.296
571QKA,571PC,15.522,31.044
571QKA,571PD,19.581,39.162
571QKA,571AJ,11.596,23.192
571QKA,571KJ,12.095,24.19
571QKA,571PF,20.222,40.444
571QKA,571PG,33.982,67.964
571QKA,571PH,19.405,38.81
571QKA,571AE,19.982,39.964
571QKA,571HP,18.398,36.796
571QKA,571QF,20.371,40.742
571QKA,571QA,8.652,17.304
571QKA,571QC,3.669,7.338
571QKA,571QD,7.346,14.692
571QKA,571QE,7.306,14.612
571QKA,571QM,48.944,102.888
571QKA,571L,96.69,193.38
571QKA,571LA,95.202,190.404
571QKA,571SF,170.09,340.18
571QKA,571SA,148.694,297.388
571QKA,571SE,143.675,287.35
571QKA,571SP,164.267,328.534
571QKA,571SQ,123.527,247.054
571QKA,571ST,137.701,275.402
571QKA,571NB,22.56,45.12
571QKA,571NH,22.064,44.128
571QKA,571QB,30.098,60.196
571QKA,571FX,35.393,75.786
571QKA,571KM,33.495,71.99
571QKA,571TC,29.941,59.882
571QKA,571TB,12.271,24.542
571QKA,571TE,18.91,37.82
571QKA,571TK,20.669,41.338
571QKA,571TP,27.561,55.122
571QKA,571W,32.25,64.5
571QKA,571WA,42.438,89.876
571QKA,571WW,47.916,100.832
571QKB,571AA,33.184,66.368
571QKB,571AD,37.337,74.674
571QKB,571AF,32.508,65.016
571QKB,571AG,49.808,99.616
571QKB,571AC,21.14,42.28
571QKB,571AQ,17.867,35.734
571QKB,571AM,28.417,56.834
571QKB,571AB,96.332,192.664
571QKB,571JC,97.554,195.108
571QKB,571KH,107.069,214.138
571QKB,571TH,130.667,261.334
571QKB,571TL,85.368,170.736
571QKB,571DA,40.127,80.254
571QKB,571K,33.451,66.902
571QKB,571KF,39.066,78.132
571QKB,571KC,38.405,76.81
571QKB,571TD,35.671,71.342
571QKB,571TN,44.378,88.756
571QKB,571HC,29.98,59.96
571QKB,571TM,32.313,64.626
571QKB,571B,38.532,77.064
571QKB,571BM,31.639,63.278
571QKB,571CAE,31.39,67.78
571QKB,571FC,26.521,58.042
571QKB,571FN,22.646,50.292
571QKB,571LD,25.689,56.378
571QKB,571FT,31.853,68.706
571QKB,571KB,31.521,68.042
571QKB,571CS,33.733,67.466
571QKB,571D,35.997,71.994
571QKB,571DC,47.148,94.296
571QKB,571CC,23.324,51.648
571QKB,571FQ,20.782,46.564
571QKB,571HK,33.867,72.734
571QKB,571E,34.75,69.5
571QKB,571EA,33.093,66.186
571QKB,571HB,28.961,57.922
571QKB,571KT,27.344,54.688
571QKB,571DB,41.765,83.53
571QKB,571DJ,39.229,78.458
571QKB,571H,47.521,95.042
571QKB,571TF,44.653,89.306
571QKB,571TQ,40.653,81.306
571QKB,571FF,32.998,70.996
571QKB,571FH,43.445,91.89
571QKB,571FL,35.686,76.372
571QKB,571FJ,145.299,290.598
571QKB,571SC,122.995,245.99
571QKB,571FG,13.333,31.666
571QKB,571MQ,16.729,38.458
571QKB,571NF,47.535,95.07
571QKB,571NG,58.08,116.16
571QKB,571FA,24.601,54.202
571QKB,571FP,23.204,51.408
571QKB,571HJ,23.368,51.736
571QKB,571LB,21.107,47.214
571QKB,571QKA,47.672,95.344
571QKB,571QKC,62.952,125.904
571QKB,571QKD,19.594,39.188
571QKB,571QKE,27.753,60.506
571QKB,571QKF,28.409,56.818
571QKB,571QKG,76.095,152.19
571QKB,571QKT,0,5
571QKB,571FM,31.191,67.382
571QKB,571FD,33.573,72.146
571QKB,571FR,42.908,90.816
571QKB,571FS,45.355,95.71
571QKB,571LH,30.661,66.322
571QKB,571SH,52.509,110.018
571QKB,571FK,93.361,186.722
571QKB,571G,71.506,143.012
571QKB,571GB,59.463,118.926
571QKB,571GC,75.946,151.892
571QKB,571HG,80.255,160.51
571QKB,571SB,68.457,136.914
571QKB,571SD,68.386,136.772
571QKB,571CK,24.146,53.292
571QKB,571CL,27.854,60.708
571QKB,571FB,29.935,64.87
571QKB,571CD,44.485,88.97
571QKB,571HN,65.573,131.146
571QKB,571J,41.212,82.424
571QKB,571JB,39.813,79.626
571QKB,571KA,30.188,60.376
571QKB,571KL,38.439,76.878
571QKB,571FE,12.073,29.146
571QKB,571MC,15.774,36.548
571QKB,571MF,11.785,28.57
571QKB,571M,0.855,6.71
571QKB,571MB,5.56,16.12
571QKB,571MD,8.728,22.456
571QKB,571NA,65.017,130.034
571QKB,571NE,59.476,118.952
571QKB,571NC,31.343,62.686
571QKB,571P,33.081,66.162
571QKB,571PB,31.299,62.598
571QKB,571PC,31.544,63.088
571QKB,571PD,33.826,67.652
571QKB,571AJ,37.353,74.706
571QKB,571KJ,36.496,72.992
571QKB,571PF,28.047,56.094
571QKB,571PG,54.395,108.79
571QKB,571PH,30.35,60.7
571QKB,571AE,64.032,128.064
571QKB,571HP,68.315,136.63
571QKB,571QF,62.808,125.616
571QKB,571QA,40.624,81.248
571QKB,571QC,47.156,94.312
571QKB,571QD,43.538,87.076
571QKB,571QE,45.053,90.106
571QKB,571QM,2.39,9.78
571QKB,571L,111.206,222.412
571QKB,571LA,109.718,219.436
571QKB,571SF,184.606,369.212
571QKB,571SA,163.21,326.42
571QKB,571SE,158.191,316.382
571QKB,571SP,178.783,357.566
571QKB,571SQ,138.043,276.086
571QKB,571ST,152.217,304.434
571QKB,571NB,66.61,133.22
571QKB,571NH,55.312,110.624
571QKB,571QB,73.986,147.972
571QKB,571FX,14.697,34.394
571QKB,571KM,15.703,36.406
571QKB,571TC,51.301,102.602
571QKB,571TB,48.06,96.12
571QKB,571TE,54.699,109.398
571QKB,571TK,39.575,79.15
571QKB,571TP,52.89,105.78
571QKB,571W,19.774,39.548
571QKB,571WA,12.632,30.264
571QKB,571WW,3.827,12.654
571QKC,571AA,13.502,27.004
571QKC,571AD,21.729,43.458
571QKC,571AF,16.122,32.244
571QKC,571AG,10.869,21.738
571QKC,571AC,35.471,70.942
571QKC,571AQ,60.639,121.278
571QKC,571AM,18.86,37.72
571QKC,571AB,35.133,70.266
571QKC,571JC,36.355,72.71
571QKC,571KH,45.87,91.74
571QKC,571TH,69.468,138.936
571QKC,571TL,24.169,48.338
571QKC,571DA,29.201,58.402
571QKC,571K,21.581,43.162
571QKC,571KF,25.516,51.032
571QKC,571KC,39.174,78.348
571QKC,571TD,39.248,78.496
571QKC,571TN,43.084,86.168
571QKC,571HC,27.31,54.62
571QKC,571TM,25.317,50.634
571QKC,571B,13.62,27.24
571QKC,571BM,16.505,33.01
571QKC,571CAE,26.589,58.178
571QKC,571FC,31.873,68.746
571QKC,571FN,37.565,80.13
571QKC,571LD,33.167,71.334
571QKC,571FT,26.575,58.15
571QKC,571KB,26.72,58.44
571QKC,571CS,13.454,26.908
571QKC,571D,22.496,44.992
571QKC,571DC,15.898,31.796
571QKC,571CC,40.341,85.682
571QKC,571FQ,52.825,110.65
571QKC,571HK,34.085,73.17
571QKC,571E,14.577,29.154
571QKC,571EA,16.111,32.222
571QKC,571HB,35.282,70.564
571QKC,571KT,52.776,105.552
571QKC,571DB,28.551,57.102
571QKC,571DJ,22.074,44.148
571QKC,571H,43.601,87.202
571QKC,571TF,48.62,97.24
571QKC,571TQ,46.484,92.968
571QKC,571FF,23.856,52.712
571QKC,571FH,32.075,69.15
571QKC,571FL,26.487,57.974
571QKC,571FJ,102.791,205.582
571QKC,571SC,91.442,182.884
571QKC,571FG,86.543,178.086
571QKC,571MQ,68.434,141.868
571QKC,571NF,20.583,41.166
571QKC,571NG,31.233,62.466
571QKC,571FA,37.775,80.55
571QKC,571FP,30.389,65.778
571QKC,571HJ,25.972,56.944
571QKC,571LB,28.292,61.584
571QKC,571QKA,20.527,41.054
571QKC,571QKB,63.669,127.338
571QKC,571QKD,55.939,111.878
571QKC,571QKE,30.603,66.206
571QKC,571QKF,18.852,37.704
571QKC,571QKG,14.896,29.792
571QKC,571QKT,0,5
571QKC,571FM,27.057,59.114
571QKC,571FD,42.152,89.304
571QKC,571FR,31.538,68.076
571QKC,571FS,53.934,112.868
571QKC,571LH,38.123,81.246
571QKC,571SH,45.336,95.672
571QKC,571FK,55.911,111.822
571QKC,571G,34.056,68.112
571QKC,571GB,27.91,55.82
571QKC,571GC,44.393,88.786
571QKC,571HG,38.169,76.338
571QKC,571SB,36.904,73.808
571QKC,571SD,30.936,61.872
571QKC,571CK,25.087,55.174
571QKC,571CL,30.845,66.69
571QKC,571FB,28.608,62.216
571QKC,571CD,6.953,13.906
571QKC,571HN,6.469,12.938
571QKC,571J,10.2,20.4
571QKC,571JB,11.695,23.39
571QKC,571KA,18.386,36.772
571QKC,571KL,13.305,26.61
571QKC,571FE,62.831,130.662
571QKC,571MC,57.537,120.074
571QKC,571MF,60.345,125.69
571QKC,571M,64.41,133.82
571QKC,571MB,57.189,119.378
571QKC,571MD,75.711,156.422
571QKC,571NA,27.806,55.612
571QKC,571NE,20.924,41.848
571QKC,571NC,24.348,48.696
571QKC,571P,16.434,32.868
571QKC,571PB,18.634,37.268
571QKC,571PC,14.68,29.36
571QKC,571PD,19.008,38.016
571QKC,571AJ,8.532,17.064
571QKC,571KJ,9.439,18.878
571QKC,571PF,19.649,39.298
571QKC,571PG,16.945,33.89
571QKC,571PH,17.674,35.348
571QKC,571AE,2.617,5.234
571QKC,571HP,8.399,16.798
571QKC,571QF,1.099,2.198
571QKC,571QA,12.823,25.646
571QKC,571QC,15.906,31.812
571QKC,571QD,15.046,30.092
571QKC,571QE,15.959,31.918
571QKC,571QM,65.945,136.89
571QKC,571L,79.653,159.306
571QKC,571LA,78.165,156.33
571QKC,571SF,153.053,306.106
571QKC,571SA,131.657,263.314
571QKC,571SE,126.638,253.276
571QKC,571SP,147.23,294.46
571QKC,571SQ,106.49,212.98
571QKC,571ST,120.664,241.328
571QKC,571NB,5.195,10.39
571QKC,571NH,15.377,30.754
571QKC,571QB,12.787,25.574
571QKC,571FX,52.959,110.918
571QKC,571KM,31.336,67.672
571QKC,571TC,45.006,90.012
571QKC,571TB,27.336,54.672
571QKC,571TE,33.975,67.95
571QKC,571TK,40.344,80.688
571QKC,571TP,42.626,85.252
571QKC,571W,35.204,70.408
571QKC,571WA,59.439,123.878
571QKC,571WW,64.917,134.834
571QKD,571AA,24.875,49.75
571QKD,571AD,22.01,44.02
571QKD,571AF,22.025,44.05
571QKD,571AG,34.481,68.962
571QKD,571AC,1.88,3.76
571QKD,571AQ,3.764,7.528
571QKD,571AM,14.217,28.434
571QKD,571AB,88.126,176.252
571QKD,571JC,89.348,178.696
571QKD,571KH,98.863,197.726
571QKD,571TH,122.461,244.922
571QKD,571TL,77.162,154.324
571QKD,571DA,25.892,51.784
571QKD,571K,15.433,30.866
571QKD,571KF,27.294,54.588
571QKD,571KC,24.17,48.34
571QKD,571TD,13.646,27.292
571QKD,571TN,15.303,30.606
571QKD,571HC,8.253,16.506
571QKD,571TM,10.608,21.216
571QKD,571B,23.205,46.41
571QKD,571BM,27.609,55.218
571QKD,571CAE,34.161,73.322
571QKD,571FC,24.52,54.04
571QKD,571FN,20.645,46.29
571QKD,571LD,25.984,56.968
571QKD,571FT,29.602,64.204
571QKD,571KB,34.292,73.584
571QKD,571CS,25.207,50.414
571QKD,571D,20.67,41.34
571QKD,571DC,31.821,63.642
571QKD,571CC,21.323,47.646
571QKD,571FQ,18.781,42.562
571QKD,571HK,31.866,68.732
571QKD,571E,26.122,52.244
571QKD,571EA,25.243,50.486
571QKD,571HB,7.032,14.064
571QKD,571KT,3.983,7.966
571QKD,571DB,32.506,65.012
571QKD,571DJ,23.902,47.804
571QKD,571H,22.676,45.352
571QKD,571TF,20.448,40.896
571QKD,571TQ,15.901,31.802
571QKD,571FF,35.769,76.538
571QKD,571FH,41.444,87.888
571QKD,571FL,34.289,73.578
571QKD,571FJ,143.298,286.596
