from,to,dist,time
571DB,571LD,23.345,51.69
571DB,571FT,26.924,58.848
571DB,571KB,25.539,56.078
571DB,571CS,14.42,28.84
571DB,571D,7.269,14.538
571DB,571DC,9.863,19.726
571DB,571CC,34.385,73.77
571DB,571FQ,41.209,87.418
571DB,571HK,35.485,75.97
571DB,571E,15.335,30.67
571DB,571EA,16.49,32.98
571DB,571HB,32.03,64.06
571DB,571KT,30.413,60.826
571DB,571DJ,5.997,11.994
571DB,571H,19.834,39.668
571DB,571TF,17.458,34.916
571DB,571TQ,24.121,48.242
571DB,571FF,27.016,59.032
571DB,571FH,31.847,68.694
571DB,571FL,29.473,63.946
571DB,571FJ,128.412,256.824
571DB,571SC,116.789,233.578
571DB,571FG,64.18,133.36
571DB,571MQ,46.071,97.142
571DB,571NF,8.104,16.208
571DB,571NG,16.173,32.346
571DB,571FA,29.433,63.866
571DB,571FP,28.036,61.072
571DB,571HJ,23.066,51.132
571DB,571LB,25.939,56.878
571DB,571QKA,8.241,16.482
571DB,571QKB,42.156,84.312
571DB,571QKC,28.825,57.65
571DB,571QKD,33.576,67.152
571DB,571QKE,24.041,53.082
571DB,571QKF,15.001,30.002
571DB,571QKG,31.232,62.464
571DB,571QKT,0,5
571DB,571FM,26.56,58.12
571DB,571FD,54,113
571DB,571FR,39.598,84.196
571DB,571FS,65.782,136.564
571DB,571LH,38.412,81.824
571DB,571SH,53.396,111.792
571DB,571FK,81.258,162.516
571DB,571G,59.403,118.806
571DB,571GB,53.257,106.514
571DB,571GC,69.74,139.48
571DB,571HG,63.516,127.032
571DB,571SB,62.251,124.502
571DB,571SD,56.283,112.566
571DB,571CK,22.181,49.362
571DB,571CL,24.142,53.284
571DB,571FB,27.419,59.838
571DB,571CD,16.359,32.718
571DB,571HN,23.966,47.932
571DB,571J,14.373,28.746
571DB,571JB,15.868,31.736
571DB,571KA,12.287,24.574
571DB,571KL,14.494,28.988
571DB,571FE,40.468,85.936
571DB,571MC,35.174,75.348
571DB,571MF,37.982,80.964
571DB,571M,42.897,90.794
571DB,571MB,40.1,85.2
571DB,571MD,54.198,113.396
571DB,571NA,23.41,46.82
571DB,571NE,17.869,35.738
571DB,571NC,16.882,33.764
571DB,571P,16.079,32.158
571DB,571PB,16.528,33.056
571DB,571PC,14.795,29.59
571DB,571PD,22.124,44.248
571DB,571AJ,14.621,29.242
571DB,571KJ,15.303,30.606
571DB,571PF,17.339,34.678
571DB,571PG,42.292,84.584
571DB,571PH,14.776,29.552
571DB,571AE,28.292,56.584
571DB,571HP,26.708,53.416
571DB,571QF,28.681,57.362
571DB,571QA,11.482,22.964
571DB,571QC,9.871,19.742
571DB,571QD,11.734,23.468
571DB,571QE,9.717,19.434
571DB,571QM,44.432,93.864
571DB,571L,105,210
571DB,571LA,103.512,207.024
571DB,571SF,178.4,356.8
571DB,571SA,157.004,314.008
571DB,571SE,151.985,303.97
571DB,571SP,172.577,345.154
571DB,571SQ,131.837,263.674
571DB,571ST,146.011,292.022
571DB,571NB,30.87,61.74
571DB,571NH,30.374,60.748
571DB,571QB,38.408,76.816
571DB,571FX,30.881,66.762
571DB,571KM,28.983,62.966
571DB,571TC,21.239,42.478
571DB,571TB,4.269,8.538
571DB,571TE,13.373,26.746
571DB,571TK,11.784,23.568
571DB,571TP,18.66,37.32
571DB,571W,33.756,67.512
571DB,571WA,37.926,80.852
571DB,571WW,43.404,91.808
571DJ,571AA,12.188,24.376
571DJ,571AD,3.314,6.628
571DJ,571AF,6.751,13.502
571DJ,571AG,12.745,25.49
571DJ,571AC,23.936,47.872
571DJ,571AQ,31.716,63.432
571DJ,571AM,10.94,21.88
571DJ,571AB,54.427,108.854
571DJ,571JC,55.649,111.298
571DJ,571KH,65.164,130.328
571DJ,571TH,88.762,177.524
571DJ,571TL,43.463,86.926
571DJ,571DA,5.964,11.928
571DJ,571K,10.046,20.092
571DJ,571KF,2.94,5.88
571DJ,571KC,10.812,21.624
571DJ,571TD,13.398,26.796
571DJ,571TN,14.548,29.096
571DJ,571HC,15.775,31.55
571DJ,571TM,13.782,27.564
571DJ,571B,6.848,13.696
571DJ,571BM,14.922,29.844
571DJ,571CAE,21.339,47.678
571DJ,571FC,21.725,48.45
571DJ,571FN,27.344,59.688
571DJ,571LD,19.276,43.552
571DJ,571FT,22.855,50.71
571DJ,571KB,21.47,47.94
571DJ,571CS,12.52,25.04
571DJ,571D,2.712,5.424
571DJ,571DC,10.085,20.17
571DJ,571CC,30.316,65.632
571DJ,571FQ,37.14,79.28
571DJ,571HK,31.416,67.832
571DJ,571E,13.435,26.87
571DJ,571EA,12.421,24.842
571DJ,571HB,23.747,47.494
571DJ,571KT,24.087,48.174
571DJ,571DB,4.915,9.83
571DJ,571H,21.821,43.642
571DJ,571TF,22.77,45.54
571DJ,571TQ,20.528,41.056
571DJ,571FF,22.947,50.894
571DJ,571FH,27.778,60.556
571DJ,571FL,25.404,55.808
571DJ,571FJ,122.085,244.17
571DJ,571SC,110.462,220.924
571DJ,571FG,60.587,126.174
571DJ,571MQ,42.584,90.168
571DJ,571NF,10.535,21.07
571DJ,571NG,20.788,41.576
571DJ,571FA,25.364,55.728
571DJ,571FP,23.967,52.934
571DJ,571HJ,18.997,42.994
571DJ,571LB,21.87,48.74
571DJ,571QKA,10.672,21.344
571DJ,571QKB,38.087,76.174
571DJ,571QKC,22.498,44.996
571DJ,571QKD,23.849,47.698
571DJ,571QKE,19.972,44.944
571DJ,571QKF,10.932,21.864
571DJ,571QKG,24.048,48.096
571DJ,571QKT,0,5
571DJ,571FM,22.491,49.982
571DJ,571FD,49.931,104.862
571DJ,571FR,35.529,76.058
571DJ,571FS,61.713,128.426
571DJ,571LH,34.343,73.686
571DJ,571SH,49.327,103.654
571DJ,571FK,74.931,149.862
571DJ,571G,53.076,106.152
571DJ,571GB,46.93,93.86
571DJ,571GC,63.413,126.826
571DJ,571HG,57.189,114.378
571DJ,571SB,55.924,111.848
571DJ,571SD,49.956,99.912
571DJ,571CK,18.112,41.224
571DJ,571CL,20.073,45.146
571DJ,571FB,23.35,51.7
571DJ,571CD,14.801,29.602
571DJ,571HN,17.639,35.278
571DJ,571J,13.198,26.396
571DJ,571JB,11.799,23.598
571DJ,571KA,8.218,16.436
571DJ,571KL,10.425,20.85
571DJ,571FE,36.981,78.962
571DJ,571MC,31.687,68.374
571DJ,571MF,34.495,73.99
571DJ,571M,38.828,82.656
571DJ,571MB,36.031,77.062
571DJ,571MD,50.129,105.258
571DJ,571NA,24.253,48.506
571DJ,571NE,17.962,35.924
571DJ,571NC,12.813,25.626
571DJ,571P,12.01,24.02
571DJ,571PB,12.459,24.918
571DJ,571PC,10.726,21.452
571DJ,571PD,18.055,36.11
571DJ,571AJ,14.733,29.466
571DJ,571KJ,14.128,28.256
571DJ,571PF,13.27,26.54
571DJ,571PG,27.67,55.34
571DJ,571PH,10.707,21.414
571DJ,571AE,21.965,43.93
571DJ,571HP,20.381,40.762
571DJ,571QF,22.354,44.708
571DJ,571QA,6.635,13.27
571DJ,571QC,10.093,20.186
571DJ,571QD,11.776,23.552
571DJ,571QE,7.99,15.98
571DJ,571QM,40.363,85.726
571DJ,571L,98.673,197.346
571DJ,571LA,97.185,194.37
571DJ,571SF,172.073,344.146
571DJ,571SA,150.677,301.354
571DJ,571SE,145.658,291.316
571DJ,571SP,166.25,332.5
571DJ,571SQ,125.51,251.02
571DJ,571ST,139.684,279.368
571DJ,571NB,24.543,49.086
571DJ,571NH,23.19,46.38
571DJ,571QB,32.081,64.162
571DJ,571FX,26.812,58.624
571DJ,571KM,24.914,54.828
571DJ,571TC,23.226,46.452
571DJ,571TB,8.842,17.684
571DJ,571TE,21.076,42.152
571DJ,571TK,11.982,23.964
571DJ,571TP,20.647,41.294
571DJ,571W,23.669,47.338
571DJ,571WA,33.857,72.714
571DJ,571WW,39.335,83.67
571H,571AA,30.093,60.186
571H,571AD,24.495,48.99
571H,571AF,27.243,54.486
571H,571AG,34.986,69.972
571H,571AC,24.088,48.176
571H,571AQ,31.217,62.434
571H,571AM,24.363,48.726
571H,571AB,75.261,150.522
571H,571JC,76.483,152.966
571H,571KH,85.998,171.996
571H,571TH,109.596,219.192
571H,571TL,64.297,128.594
571H,571DA,18.176,36.352
571H,571K,23.9,47.8
571H,571KF,24.771,49.542
571H,571KC,12.536,25.072
571H,571TD,13.762,27.524
571H,571TN,11.047,22.094
571H,571HC,17.785,35.57
571H,571TM,18.425,36.85
571H,571B,28.423,56.846
571H,571BM,32.827,65.654
571H,571CAE,39.244,83.488
571H,571FC,39.63,84.26
571H,571FN,31.076,67.152
571H,571LD,37.181,79.362
571H,571FT,40.76,86.52
571H,571KB,39.375,83.75
571H,571CS,30.425,60.85
571H,571D,23.123,46.246
571H,571DC,31.091,62.182
571H,571CC,35.701,76.402
571H,571FQ,47.065,99.13
571H,571HK,60.15,125.3
571H,571E,31.34,62.68
571H,571EA,30.326,60.652
571H,571HB,23.899,47.798
571H,571KT,24.239,48.478
571H,571DB,18.364,36.728
571H,571DJ,21.433,42.866
571H,571TF,4.438,8.876
571H,571TQ,8.682,17.364
571H,571FF,40.852,86.704
571H,571FH,45.683,96.366
571H,571FL,43.309,91.618
571H,571FJ,142.919,285.838
571H,571SC,131.296,262.592
571H,571FG,53.527,112.054
571H,571MQ,49.396,103.792
571H,571NF,27.679,55.358
571H,571NG,30.98,61.96
571H,571FA,29.096,63.192
571H,571FP,27.699,60.398
571H,571HJ,31.069,67.138
571H,571LB,25.602,56.204
571H,571QKA,31.979,63.958
571H,571QKB,48.012,96.024
571H,571QKC,43.332,86.664
571H,571QKD,24.001,48.002
571H,571QKE,37.877,80.754
571H,571QKF,24.355,48.71
571H,571QKG,45.739,91.478
571H,571QKT,0,5
571H,571FM,40.396,85.792
571H,571FD,59.856,124.712
571H,571FR,53.434,111.868
571H,571FS,71.638,148.276
571H,571LH,39.738,84.476
571H,571SH,78.792,162.584
571H,571FK,95.765,191.53
571H,571G,73.91,147.82
571H,571GB,67.764,135.528
571H,571GC,84.247,168.494
571H,571HG,78.023,156.046
571H,571SB,76.758,153.516
571H,571SD,70.79,141.58
571H,571CK,36.017,77.034
571H,571CL,37.978,80.956
571H,571FB,41.255,87.51
571H,571CD,34.376,68.752
571H,571HN,38.473,76.946
571H,571J,31.103,62.206
571H,571JB,29.704,59.408
571H,571KA,26.123,52.246
571H,571KL,28.33,56.66
571H,571FE,38.431,81.862
571H,571MC,33.137,71.274
571H,571MF,35.945,76.89
571H,571M,48.753,102.506
571H,571MB,45.956,96.912
571H,571MD,60.054,125.108
571H,571NA,37.917,75.834
571H,571NE,32.376,64.752
571H,571NC,22.824,45.648
571H,571P,29.915,59.83
571H,571PB,27.245,54.49
571H,571PC,28.631,57.262
571H,571PD,35.96,71.92
571H,571AJ,32.638,65.276
571H,571KJ,32.033,64.066
571H,571PF,31.175,62.35
571H,571PG,56.799,113.598
571H,571PH,26.296,52.592
571H,571AE,42.799,85.598
571H,571HP,41.215,82.43
571H,571QF,43.188,86.376
571H,571QA,30.515,61.03
571H,571QC,31.099,62.198
571H,571QD,32.782,65.564
571H,571QE,28.996,57.992
571H,571QM,50.288,105.576
571H,571L,119.507,239.014
571H,571LA,118.019,236.038
571H,571SF,192.907,385.814
571H,571SA,171.511,343.022
571H,571SE,166.492,332.984
571H,571SP,187.084,374.168
571H,571SQ,146.344,292.688
571H,571ST,160.518,321.036
571H,571NB,45.377,90.754
571H,571NH,44.881,89.762
571H,571QB,52.915,105.83
571H,571FX,30.544,66.088
571H,571KM,28.646,62.292
571H,571TC,4.968,9.936
571H,571TB,17.193,34.386
571H,571TE,17.892,35.784
571H,571TK,15.603,31.206
571H,571TP,9.958,19.916
571H,571W,23.821,47.642
571H,571WA,43.782,92.564
571H,571WW,49.26,103.52
571TF,571AA,26.516,53.032
571TF,571AD,23.651,47.302
571TF,571AF,23.666,47.332
571TF,571AG,31.749,63.498
571TF,571AC,21.817,43.634
571TF,571AQ,28.946,57.892
571TF,571AM,20.228,40.456
571TF,571AB,79.471,158.942
571TF,571JC,80.693,161.386
571TF,571KH,90.208,180.416
571TF,571TH,113.806,227.612
571TF,571TL,68.507,137.014
571TF,571DA,10.111,20.222
571TF,571K,19.765,39.53
571TF,571KF,18.639,37.278
571TF,571KC,8.989,17.978
571TF,571TD,9.627,19.254
571TF,571TN,6.912,13.824
571TF,571HC,15.514,31.028
571TF,571TM,13.094,26.188
571TF,571B,24.846,49.692
571TF,571BM,29.25,58.5
571TF,571CAE,34.221,73.442
571TF,571FC,34.607,74.214
571TF,571FN,33.134,71.268
571TF,571LD,32.158,69.316
571TF,571FT,35.737,76.474
571TF,571KB,34.352,73.704
571TF,571CS,26.848,53.696
571TF,571D,19.019,38.038
571TF,571DC,29.089,58.178
571TF,571CC,37.759,80.518
571TF,571FQ,42.93,90.86
571TF,571HK,56.015,117.03
571TF,571E,27.763,55.526
571TF,571EA,24.904,49.808
571TF,571HB,21.628,43.256
571TF,571KT,21.968,43.936
571TF,571DB,16.355,32.71
571TF,571DJ,21.427,42.854
571TF,571H,4.141,8.282
571TF,571TQ,7.011,14.022
571TF,571FF,35.829,76.658
571TF,571FH,40.66,86.32
571TF,571FL,38.286,81.572
571TF,571FJ,147.129,294.258
571TF,571SC,135.506,271.012
571TF,571FG,51.256,107.512
571TF,571MQ,47.125,99.25
571TF,571NF,31.889,63.778
571TF,571NG,35.19,70.38
571TF,571FA,31.154,67.308
571TF,571FP,29.757,64.514
571TF,571HJ,33.117,71.234
571TF,571LB,27.66,60.32
571TF,571QKA,36.189,72.378
571TF,571QKB,43.877,87.754
571TF,571QKC,47.542,95.084
571TF,571QKD,21.73,43.46
571TF,571QKE,32.854,70.708
571TF,571QKF,20.22,40.44
571TF,571QKG,49.949,99.898
571TF,571QKT,0,5
571TF,571FM,35.373,75.746
571TF,571FD,55.721,116.442
571TF,571FR,65.056,135.112
571TF,571FS,67.503,140.006
571TF,571LH,41.796,88.592
571TF,571SH,74.657,154.314
571TF,571FK,99.975,199.95
571TF,571G,78.12,156.24
571TF,571GB,71.974,143.948
571TF,571GC,88.457,176.914
571TF,571HG,82.233,164.466
571TF,571SB,80.968,161.936
571TF,571SD,75,150
571TF,571CK,30.994,66.988
571TF,571CL,32.955,70.91
571TF,571FB,36.232,77.464
571TF,571CD,30.799,61.598
571TF,571HN,42.683,85.366
571TF,571J,27.526,55.052
571TF,571JB,26.127,52.254
571TF,571KA,20.164,40.328
571TF,571KL,24.753,49.506
571TF,571FE,36.16,77.32
571TF,571MC,30.866,66.732
571TF,571MF,33.674,72.348
571TF,571M,44.618,94.236
571TF,571MB,41.821,88.642
571TF,571MD,55.919,116.838
571TF,571NA,42.127,84.254
571TF,571NE,36.586,73.172
571TF,571NC,18.689,37.378
571TF,571P,24.892,49.784
571TF,571PB,23.11,46.22
571TF,571PC,23.355,46.71
571TF,571PD,30.937,61.874
571TF,571AJ,29.061,58.122
571TF,571KJ,28.456,56.912
571TF,571PF,25.444,50.888
571TF,571PG,40.552,81.104
571TF,571PH,22.161,44.322
571TF,571AE,47.009,94.018
571TF,571HP,45.425,90.85
571TF,571QF,47.398,94.796
571TF,571QA,26.938,53.876
571TF,571QC,29.097,58.194
571TF,571QD,29.852,59.704
571TF,571QE,26.994,53.988
571TF,571QM,46.153,97.306
571TF,571L,123.717,247.434
571TF,571LA,122.229,244.458
571TF,571SF,197.117,394.234
571TF,571SA,175.721,351.442
571TF,571SE,170.702,341.404
571TF,571SP,191.294,382.588
571TF,571SQ,150.554,301.108
571TF,571ST,164.728,329.456
571TF,571NB,49.587,99.174
571TF,571NH,49.091,98.182
571TF,571QB,57.125,114.25
571TF,571FX,32.602,70.204
571TF,571KM,30.704,66.408
571TF,571TC,7.729,15.458
571TF,571TB,15.184,30.368
571TF,571TE,16.641,33.282
571TF,571TK,7.538,15.076
571TF,571TP,11.195,22.39
571TF,571W,21.55,43.1
571TF,571WA,39.647,84.294
571TF,571WW,45.125,95.25
571TQ,571AA,26.111,52.222
571TQ,571AD,23.246,46.492
571TQ,571AF,23.261,46.522
571TQ,571AG,31.344,62.688
571TQ,571AC,16.743,33.486
571TQ,571AQ,23.872,47.744
571TQ,571AM,19.823,39.646
571TQ,571AB,79.066,158.132
571TQ,571JC,80.288,160.576
571TQ,571KH,89.803,179.606
571TQ,571TH,113.401,226.802
571TQ,571TL,68.102,136.204
571TQ,571DA,16.832,33.664
571TQ,571K,15.434,30.868
571TQ,571KF,18.234,36.468
571TQ,571KC,7.967,15.934
571TQ,571TD,6.967,13.934
571TQ,571TN,5.109,10.218
571TQ,571HC,10.44,20.88
571TQ,571TM,11.08,22.16
571TQ,571B,24.441,48.882
571TQ,571BM,28.845,57.69
571TQ,571CAE,33.816,72.632
571TQ,571FC,27.603,60.206
571TQ,571FN,23.731,52.462
571TQ,571LD,26.045,57.09
571TQ,571FT,35.332,75.664
571TQ,571KB,33.947,72.894
571TQ,571CS,26.443,52.886
571TQ,571D,18.614,37.228
571TQ,571DC,28.684,57.368
571TQ,571CC,28.356,61.712
571TQ,571FQ,28.703,62.406
571TQ,571HK,32.816,70.632
571TQ,571E,27.358,54.716
571TQ,571EA,24.499,48.998
571TQ,571HB,16.554,33.108
571TQ,571KT,16.894,33.788
571TQ,571DB,23.446,46.892
571TQ,571DJ,21.022,42.044
571TQ,571H,7.61,15.22
571TQ,571TF,7.155,14.31
571TQ,571FF,35.424,75.848
571TQ,571FH,40.255,85.51
571TQ,571FL,37.881,80.762
571TQ,571FJ,146.724,293.448
571TQ,571SC,135.101,270.202
571TQ,571FG,46.182,97.364
571TQ,571MQ,42.051,89.102
571TQ,571NF,31.484,62.968
571TQ,571NG,34.785,69.57
571TQ,571FA,21.751,48.502
571TQ,571FP,20.354,45.708
571TQ,571HJ,23.724,52.448
571TQ,571LB,18.257,41.514
571TQ,571QKA,35.784,71.568
571TQ,571QKB,43.472,86.944
571TQ,571QKC,47.137,94.274
571TQ,571QKD,16.656,33.312
571TQ,571QKE,28.109,61.218
571TQ,571QKF,19.815,39.63
571TQ,571QKG,49.544,99.088
571TQ,571QKT,0,5
571TQ,571FM,34.968,74.936
571TQ,571FD,55.316,115.632
571TQ,571FR,64.651,134.302
571TQ,571FS,67.098,139.196
571TQ,571LH,32.393,69.786
571TQ,571SH,74.252,153.504
571TQ,571FK,99.57,199.14
571TQ,571G,77.715,155.43
571TQ,571GB,71.569,143.138
571TQ,571GC,88.052,176.104
571TQ,571HG,81.828,163.656
571TQ,571SB,80.563,161.126
571TQ,571SD,74.595,149.19
571TQ,571CK,24.502,54.004
571TQ,571CL,28.21,61.42
571TQ,571FB,30.291,65.582
571TQ,571CD,30.394,60.788
571TQ,571HN,42.278,84.556
571TQ,571J,27.121,54.242
571TQ,571JB,25.722,51.444
571TQ,571KA,19.759,39.518
571TQ,571KL,24.348,48.696
571TQ,571FE,31.086,67.172
571TQ,571MC,25.792,56.584
571TQ,571MF,28.6,62.2
571TQ,571M,44.213,93.426
571TQ,571MB,34.588,74.176
571TQ,571MD,55.514,116.028
571TQ,571NA,41.722,83.444
571TQ,571NE,36.181,72.362
571TQ,571NC,13.731,27.462
571TQ,571P,24.487,48.974
571TQ,571PB,22.705,45.41
571TQ,571PC,22.95,45.9
571TQ,571PD,30.532,61.064
571TQ,571AJ,28.656,57.312
571TQ,571KJ,28.051,56.102
571TQ,571PF,25.039,50.078
571TQ,571PG,40.147,80.294
571TQ,571PH,21.756,43.512
571TQ,571AE,46.604,93.208
571TQ,571HP,45.02,90.04
571TQ,571QF,46.993,93.986
571TQ,571QA,26.533,53.066
571TQ,571QC,28.692,57.384
571TQ,571QD,29.447,58.894
571TQ,571QE,26.589,53.178
571TQ,571QM,45.748,96.496
571TQ,571L,123.312,246.624
571TQ,571LA,121.824,243.648
571TQ,571SF,196.712,393.424
571TQ,571SA,175.316,350.632
571TQ,571SE,170.297,340.594
571TQ,571SP,190.889,381.778
571TQ,571SQ,150.149,300.298
571TQ,571ST,164.323,328.646
571TQ,571NB,49.182,98.364
571TQ,571NH,48.686,97.372
571TQ,571QB,56.72,113.44
571TQ,571FX,23.199,51.398
571TQ,571KM,21.301,47.602
571TQ,571TC,11.659,23.318
571TQ,571TB,24.765,49.53
571TQ,571TE,31.404,62.808
571TQ,571TK,10.696,21.392
571TQ,571TP,15.345,30.69
571TQ,571W,16.476,32.952
571TQ,571WA,32.414,69.828
571TQ,571WW,44.72,94.44
571FF,571AA,12.54,30.08
571FF,571AD,19.508,44.016
571FF,571AF,15.46,35.92
571FF,571AG,28.658,62.316
571FF,571AC,34.989,74.978
571FF,571AQ,34.926,74.852
571FF,571AM,15.759,36.518
571FF,571AB,55.809,116.618
571FF,571JC,57.031,119.062
571FF,571KH,66.546,138.092
571FF,571TH,90.144,185.288
571FF,571TL,44.845,94.69
571FF,571DA,26.513,58.026
571FF,571K,21.099,47.198
571FF,571KF,22.939,50.878
571FF,571KC,27.61,60.22
571FF,571TD,30.196,65.392
571FF,571TN,31.346,67.692
571FF,571HC,26.828,58.656
571FF,571TM,24.835,54.67
571FF,571B,17.194,39.388
571FF,571BM,9.274,23.548
571FF,571CAE,1.907,3.814
571FF,571FC,8.122,16.244
571FF,571FN,13.814,27.628
571FF,571LD,9.196,18.392
571FF,571FT,4.832,9.664
571FF,571KB,2.038,4.076
571FF,571CS,11.993,28.986
571FF,571D,19.87,44.74
571FF,571DC,25.998,56.996
571FF,571CC,16.713,33.426
571FF,571FQ,19.722,39.444
571FF,571HK,26.905,53.81
571FF,571E,11.203,27.406
571FF,571EA,12.737,30.474
571FF,571HB,34.8,74.6
571FF,571KT,35.14,75.28
571FF,571DB,25.638,56.276
571FF,571DJ,23.102,51.204
571FF,571H,40.933,86.866
571FF,571TF,35.795,76.59
571FF,571TQ,34.736,74.472
571FF,571FH,9.67,19.34
571FF,571FL,3.502,7.004
571FF,571FJ,83.479,171.958
571FF,571SC,83.946,172.892
571FF,571FG,58.759,117.518
571FF,571MQ,61.595,123.19
571FF,571NF,26.173,57.346
571FF,571NG,36.426,77.852
571FF,571FA,14.024,28.048
571FF,571FP,15.274,30.548
571FF,571HJ,10.179,20.358
571FF,571LB,16.825,33.65
571FF,571QKA,26.31,57.62
571FF,571QKB,31.467,67.934
571FF,571QKC,22.429,49.858
571FF,571QKD,34.902,74.804
571FF,571QKE,6.52,13.04
571FF,571QKF,15.751,36.502
571FF,571QKG,35.572,76.144
571FF,571QKT,0,0
571FF,571FM,4.544,9.088
571FF,571FD,34.972,69.944
571FF,571FR,17.421,34.842
571FF,571FS,46.754,93.508
571FF,571LH,19.077,38.154
571FF,571SH,31.219,62.438
571FF,571FK,51.214,107.428
571FF,571G,29.359,63.718
571FF,571GB,20.414,45.828
571FF,571GC,36.897,78.794
571FF,571HG,41.206,87.412
571FF,571SB,29.408,63.816
571FF,571SD,26.239,57.478
571FF,571CK,9.431,18.862
571FF,571CL,6.762,13.524
571FF,571FB,6.869,13.738
571FF,571CD,20.715,46.43
571FF,571HN,27.361,59.722
571FF,571J,17.407,39.814
571FF,571JB,18.475,41.95
571FF,571KA,16.189,37.378
571FF,571KL,17.101,39.202
571FF,571FE,49.332,98.664
571FF,571MC,44.038,88.076
571FF,571MF,33.2,66.4
571FF,571M,32.208,64.416
571FF,571MB,24.986,49.972
571FF,571MD,43.509,87.018
571FF,571NA,40.166,85.332
571FF,571NE,33.875,72.75
571FF,571NC,23.866,52.732
571FF,571P,12.864,30.728
571FF,571PB,13.313,31.626
571FF,571PC,13.718,32.436
571FF,571PD,8.135,21.27
571FF,571AJ,18.118,41.236
571FF,571KJ,17.261,39.522
571FF,571PF,10.573,26.146
571FF,571PG,9.995,24.99
571FF,571PH,13.328,31.656
571FF,571AE,23.509,52.018
571FF,571HP,29.291,63.582
571FF,571QF,22.285,49.57
571FF,571QA,18.833,42.666
571FF,571QC,26.006,57.012
571FF,571QD,22.2,49.4
571FF,571QE,23.914,52.828
571FF,571QM,33.743,67.486
571FF,571L,72.157,149.314
571FF,571LA,70.669,146.338
571FF,571SF,145.557,296.114
571FF,571SA,124.161,253.322
571FF,571SE,119.142,243.284
571FF,571SP,139.734,284.468
571FF,571SQ,98.994,202.988
571FF,571ST,113.168,231.336
571FF,571NB,26.087,57.174
571FF,571NH,36.053,77.106
571FF,571QB,33.463,71.926
571FF,571FX,18.515,37.03
571FF,571KM,19.952,39.904
571FF,571TC,42.338,89.676
571FF,571TB,29.993,64.986
571FF,571TE,39.491,83.982
571FF,571TK,28.78,62.56
571FF,571TP,39.759,84.518
571FF,571W,34.722,74.444
571FF,571WA,27.157,54.314
571FF,571WW,32.715,65.43
571FH,571AA,17.767,40.534
571FH,571AD,24.735,54.47
571FH,571AF,20.687,46.374
571FH,571AG,33.885,72.77
571FH,571AC,43.793,92.586
571FH,571AQ,40.52,86.04
571FH,571AM,20.986,46.972
571FH,571AB,64.181,133.362
571FH,571JC,65.403,135.806
571FH,571KH,74.918,154.836
571FH,571TH,98.516,202.032
571FH,571TL,53.217,111.434
571FH,571DA,31.74,68.48
571FH,571K,26.326,57.652
571FH,571KF,28.166,61.332
571FH,571KC,32.837,70.674
571FH,571TD,35.423,75.846
571FH,571TN,36.573,78.146
571FH,571HC,32.055,69.11
571FH,571TM,30.062,65.124
571FH,571B,22.421,49.842
571FH,571BM,14.501,34.002
571FH,571CAE,9.411,18.822
571FH,571FC,12.587,25.174
571FH,571FN,18.279,36.558
571FH,571LD,13.779,27.558
571FH,571FT,9.747,19.494
571FH,571KB,9.542,19.084
571FH,571CS,17.22,39.44
571FH,571D,25.097,55.194
571FH,571DC,31.225,67.45
571FH,571CC,20.222,40.444
571FH,571FQ,32.706,65.412
571FH,571HK,13.966,27.932
571FH,571E,16.43,37.86
571FH,571EA,17.964,40.928
571FH,571HB,40.027,85.054
571FH,571KT,40.367,85.734
571FH,571DB,30.865,66.73
571FH,571DJ,28.329,61.658
571FH,571H,46.16,97.32
571FH,571TF,41.022,87.044
571FH,571TQ,39.963,84.926
571FH,571FF,7.652,15.304
571FH,571FL,4.547,9.094
571FH,571FJ,113.148,231.296
571FH,571SC,90.844,186.688
571FH,571FG,70.842,141.684
571FH,571MQ,73.678,147.356
571FH,571NF,31.4,67.8
571FH,571NG,41.653,88.306
571FH,571FA,18.489,36.978
571FH,571FP,20.562,41.124
571FH,571HJ,15.467,30.934
571FH,571LB,22.113,44.226
571FH,571QKA,31.537,68.074
571FH,571QKB,43.55,92.1
571FH,571QKC,30.801,66.602
571FH,571QKD,42.247,89.494
571FH,571QKE,11.103,22.206
571FH,571QKF,20.978,46.956
571FH,571QKG,43.944,92.888
571FH,571QKT,0,0
571FH,571FM,10.065,20.13
571FH,571FD,22.033,44.066
571FH,571FR,10.062,20.124
571FH,571FS,33.815,67.63
571FH,571LH,18.004,36.008
571FH,571SH,23.86,47.72
571FH,571FK,54.095,113.19
571FH,571G,32.24,69.48
571FH,571GB,27.312,59.624
571FH,571GC,43.795,92.59
571FH,571HG,48.104,101.208
571FH,571SB,36.306,77.612
571FH,571SD,29.12,63.24
571FH,571CK,14.719,29.438
571FH,571CL,11.345,22.69
571FH,571FB,9.322,18.644
571FH,571CD,25.942,56.884
571FH,571HN,35.733,76.466
571FH,571J,22.634,50.268
571FH,571JB,23.702,52.404
571FH,571KA,21.416,47.832
571FH,571KL,22.328,49.656
571FH,571FE,60.052,120.104
571FH,571MC,54.758,109.516
571FH,571MF,38.488,76.976
571FH,571M,44.291,88.582
571FH,571MB,37.07,74.14
571FH,571MD,55.592,111.184
571FH,571NA,45.393,95.786
571FH,571NE,39.102,83.204
571FH,571NC,29.093,63.186
571FH,571P,18.091,41.182
571FH,571PB,18.54,42.08
571FH,571PC,18.945,42.89
571FH,571PD,13.362,31.724
