id,from,fromDepot,Total,start,end
1,571D,571KL,416,250,330
1,571D,571QA,307,250,330
1,571FA,571AQ,170,250,330
1,571FA,571CC,187,250,330
1,571FA,571FN,234,250,330
1,571FA,571FP,178,250,330
1,571FA,571FQ,232,250,330
1,571FA,571FX,124,250,330
1,571FA,571HK,101,250,330
1,571FA,571KM,270,250,330
1,571FA,571LB,163,250,330
1,571FA,571LH,82,250,330
1,571NC,571AC,511,250,330
1,571NC,571HB,306,250,330
1,571NC,571HC,238,250,330
1,571NC,571K,270,250,330
1,571NC,571KT,268,250,330
1,571NC,571TD,166,250,330
1,571NC,571TM,163,250,330
1,571QKA,571AG,410,250,330
1,571QKA,571DC,455,250,330
1,571QKA,571NF,221,250,330
1,571QKA,571QC,296,250,330
1,571QKA,571QD,591,250,330
1,571QKA,571QE,454,250,330
1,571QKC,571AE,225,250,330
1,571QKC,571AJ,366,250,330
1,571QKC,571CD,437,250,330
1,571QKC,571HN,360,250,330
1,571QKC,571KJ,731,250,330
1,571QKC,571PG,534,250,330
1,571QKC,571QF,288,250,330
1,571QKE,571CK,475,250,330
1,571QKE,571CL,354,250,330
1,571QKE,571FB,258,250,330
1,571QKE,571FC,295,250,330
1,571QKE,571FF,446,250,330
1,571QKE,571FH,136,250,330
1,571QKE,571FL,150,250,330
1,571QKE,571FM,453,250,330
1,571QKE,571FT,123,250,330
1,571QKE,571HJ,165,250,330
1,571QKE,571KB,444,250,330
1,571QKE,571LD,141,250,330
1,571QKE,571PD,566,250,330
1,571QKE,571PF,363,250,330
1,571QKF,571AA,331,250,330
1,571QKF,571AF,444,250,330
1,571QKF,571AM,148,250,330
1,571QKF,571BM,560,250,330
1,571QKF,571CS,448,250,330
1,571QKF,571E,530,250,330
1,571QKF,571EA,262,250,330
1,571QKF,571KA,396,250,330
1,571QKF,571P,109,250,330
1,571QKF,571PB,1321,250,330
1,571QKF,571PC,465,250,330
1,571QKF,571PH,515,250,330
