from,to,dist,time
571CS,571JB,6.685,8.913333333
571CS,571KA,6.056,8.074666667
571CS,571KL,5.311,7.081333333
571CS,571FE,39.235,52.31333333
571CS,571MC,33.941,45.25466667
571CS,571MF,36.749,48.99866667
571CS,571M,33.238,44.31733333
571CS,571MB,30.441,40.588
571CS,571MD,44.539,59.38533333
571CS,571NA,28.376,37.83466667
571CS,571NE,22.085,29.44666667
571CS,571NC,13.769,18.35866667
571CS,571P,2.949,3.932
571CS,571PB,4.856,6.474666667
571CS,571PC,1.957,2.609333333
571CS,571PD,5.306,7.074666667
571CS,571AJ,5.43,7.24
571CS,571KJ,4.573,6.097333333
571CS,571PF,5.788,7.717333333
571CS,571PG,16.969,22.62533333
571CS,571PH,4.072,5.429333333
571CS,571AE,13.917,18.556
571CS,571HP,16.937,22.58266667
571CS,571QF,13.307,17.74266667
571CS,571QA,7.043,9.390666667
571CS,571QC,14.216,18.95466667
571CS,571QD,10.41,13.88
571CS,571QE,12.124,16.16533333
571CS,571QM,34.773,46.364
571CS,571L,84.516,112.688
571CS,571LA,83.028,110.704
571CS,571SF,157.916,210.5546667
571CS,571SA,136.52,182.0266667
571CS,571SE,131.501,175.3346667
571CS,571SP,152.093,202.7906667
571CS,571SQ,111.353,148.4706667
571CS,571ST,125.527,167.3693333
571CS,571NB,17.381,23.17466667
571CS,571NH,19.976,26.63466667
571CS,571QB,24.973,33.29733333
571CS,571FX,20.091,26.788
571CS,571KM,19.324,25.76533333
571CS,571TC,32.334,43.112
571CS,571TB,21.062,28.08266667
571CS,571TE,27.701,36.93466667
571CS,571TK,18.776,25.03466667
571CS,571TP,29.755,39.67333333
571CS,571W,24.625,32.83333333
571CS,571WA,28.267,37.68933333
571CS,571WW,33.745,44.99333333
571D,571AA,9.405,12.54
571D,571AD,3.929,5.238666667
571D,571AF,6.555,8.74
571D,571AG,13.773,18.364
571D,571AC,21.153,28.204
571D,571AQ,28.282,37.70933333
571D,571AM,8.157,10.876
571D,571AB,55.455,73.94
571D,571JC,56.677,75.56933333
571D,571KH,66.192,88.256
571D,571TH,89.79,119.72
571D,571TL,44.491,59.32133333
571D,571DA,7.118,9.490666667
571D,571K,7.263,9.684
571D,571KF,2.941,3.921333333
571D,571KC,8.215,10.95333333
571D,571TD,10.801,14.40133333
571D,571TN,11.951,15.93466667
571D,571HC,12.992,17.32266667
571D,571TM,10.999,14.66533333
571D,571B,7.735,10.31333333
571D,571BM,12.139,16.18533333
571D,571CAE,18.556,24.74133333
571D,571FC,18.942,25.256
571D,571FN,24.561,32.748
571D,571LD,16.493,21.99066667
571D,571FT,20.072,26.76266667
571D,571KB,18.687,24.916
571D,571CS,9.737,12.98266667
571D,571DC,11.113,14.81733333
571D,571CC,27.533,36.71066667
571D,571FQ,34.357,45.80933333
571D,571HK,28.633,38.17733333
571D,571E,10.652,14.20266667
571D,571EA,9.638,12.85066667
571D,571HB,20.964,27.952
571D,571KT,21.304,28.40533333
571D,571DB,6.177,8.236
571D,571DJ,2.718,3.624
571D,571H,23.488,31.31733333
571D,571TF,20.173,26.89733333
571D,571TQ,17.931,23.908
571D,571FF,20.164,26.88533333
571D,571FH,24.995,33.32666667
571D,571FL,22.621,30.16133333
571D,571FJ,123.113,164.1506667
571D,571SC,104.33,139.1066667
571D,571FG,57.99,77.32
571D,571MQ,39.987,53.316
571D,571NF,11.563,15.41733333
571D,571NG,21.816,29.088
571D,571FA,22.581,30.108
571D,571FP,21.184,28.24533333
571D,571HJ,16.214,21.61866667
571D,571LB,19.087,25.44933333
571D,571QKA,11.7,15.6
571D,571QKB,35.304,47.072
571D,571QKC,19.971,26.628
571D,571QKD,21.066,28.088
571D,571QKE,17.189,22.91866667
571D,571QKF,8.149,10.86533333
571D,571QKG,25.076,33.43466667
571D,571QKT,0,0
571D,571FM,19.708,26.27733333
571D,571FD,47.148,62.864
571D,571FR,32.746,43.66133333
571D,571FS,58.93,78.57333333
571D,571LH,31.56,42.08
571D,571SH,46.544,62.05866667
571D,571FK,71.598,95.464
571D,571G,49.743,66.324
571D,571GB,40.798,54.39733333
571D,571GC,57.281,76.37466667
571D,571HG,61.59,82.12
571D,571SB,49.792,66.38933333
571D,571SD,46.623,62.164
571D,571CK,15.329,20.43866667
571D,571CL,17.29,23.05333333
571D,571FB,20.567,27.42266667
571D,571CD,13.688,18.25066667
571D,571HN,18.667,24.88933333
571D,571J,10.415,13.88666667
571D,571JB,9.016,12.02133333
571D,571KA,5.141,6.854666667
571D,571KL,7.642,10.18933333
571D,571FE,34.384,45.84533333
571D,571MC,29.09,38.78666667
571D,571MF,31.898,42.53066667
571D,571M,36.045,48.06
571D,571MB,33.248,44.33066667
571D,571MD,47.346,63.128
571D,571NA,25.281,33.708
571D,571NE,18.99,25.32
571D,571NC,10.03,13.37333333
571D,571P,9.227,12.30266667
571D,571PB,9.676,12.90133333
571D,571PC,7.943,10.59066667
571D,571PD,15.272,20.36266667
571D,571AJ,11.95,15.93333333
571D,571KJ,11.345,15.12666667
571D,571PF,10.487,13.98266667
571D,571PG,24.887,33.18266667
571D,571PH,7.924,10.56533333
571D,571AE,22.993,30.65733333
571D,571HP,21.409,28.54533333
571D,571QF,19.827,26.436
571D,571QA,9.827,13.10266667
571D,571QC,11.121,14.828
571D,571QD,12.741,16.988
571D,571QE,9.018,12.024
571D,571QM,37.58,50.10666667
571D,571L,92.541,123.388
571D,571LA,91.053,121.404
571D,571SF,165.941,221.2546667
571D,571SA,144.545,192.7266667
571D,571SE,139.526,186.0346667
571D,571SP,160.118,213.4906667
571D,571SQ,119.378,159.1706667
571D,571ST,133.552,178.0693333
571D,571NB,25.571,34.09466667
571D,571NH,24.218,32.29066667
571D,571QB,33.109,44.14533333
571D,571FX,24.029,32.03866667
571D,571KM,22.131,29.508
571D,571TC,24.893,33.19066667
571D,571TB,12.548,16.73066667
571D,571TE,22.727,30.30266667
571D,571TK,9.385,12.51333333
571D,571TP,22.314,29.752
571D,571W,20.886,27.848
571D,571WA,31.074,41.432
571D,571WW,36.552,48.736
571DC,571AA,13.867,18.48933333
571DC,571AD,10.126,13.50133333
571DC,571AF,13.706,18.27466667
571DC,571AG,4.727,6.302666667
571DC,571AC,32.072,42.76266667
571DC,571AQ,39.599,52.79866667
571DC,571AM,19.076,25.43466667
571DC,571AB,48.164,64.21866667
571DC,571JC,49.386,65.848
571DC,571KH,58.901,78.53466667
571DC,571TH,82.499,109.9986667
571DC,571TL,37.2,49.6
571DC,571DA,17.598,23.464
571DC,571K,16.552,22.06933333
571DC,571KF,13.904,18.53866667
571DC,571KC,18.695,24.92666667
571DC,571TD,21.281,28.37466667
571DC,571TN,22.431,29.908
571DC,571HC,23.911,31.88133333
571DC,571TM,21.918,29.224
571DC,571B,8.38,11.17333333
571DC,571BM,16.601,22.13466667
571DC,571CAE,24.329,32.43866667
571DC,571FC,29.861,39.81466667
571DC,571FN,35.48,47.30666667
571DC,571LD,27.412,36.54933333
571DC,571FT,25.845,34.46
571DC,571KB,24.46,32.61333333
571DC,571CS,14.199,18.932
571DC,571D,10.893,14.524
571DC,571CC,38.452,51.26933333
571DC,571FQ,45.276,60.368
571DC,571HK,46.842,62.456
571DC,571E,15.114,20.152
571DC,571EA,16.648,22.19733333
571DC,571HB,31.883,42.51066667
571DC,571KT,32.223,42.964
571DC,571DB,14.247,18.996
571DC,571DJ,10.462,13.94933333
571DC,571H,31.907,42.54266667
571DC,571TF,30.653,40.87066667
571DC,571TQ,28.411,37.88133333
571DC,571FF,25.937,34.58266667
571DC,571FH,30.768,41.024
571DC,571FL,28.394,37.85866667
571DC,571FJ,115.822,154.4293333
571DC,571SC,104.199,138.932
571DC,571FG,68.47,91.29333333
571DC,571MQ,50.467,67.28933333
571DC,571NF,3.897,5.196
571DC,571NG,13.196,17.59466667
571DC,571FA,33.5,44.66666667
571DC,571FP,32.103,42.804
571DC,571HJ,27.133,36.17733333
571DC,571LB,30.006,40.008
571DC,571QKA,3.841,5.121333333
571DC,571QKB,46.223,61.63066667
571DC,571QKC,16.235,21.64666667
571DC,571QKD,31.985,42.64666667
571DC,571QKE,25.834,34.44533333
571DC,571QKF,19.068,25.424
571DC,571QKG,17.785,23.71333333
571DC,571QKT,0,0
571DC,571FM,25.481,33.97466667
571DC,571FD,54.909,73.212
571DC,571FR,44.295,59.06
571DC,571FS,66.691,88.92133333
571DC,571LH,50.88,67.84
571DC,571SH,58.093,77.45733333
571DC,571FK,68.668,91.55733333
571DC,571G,46.813,62.41733333
571DC,571GB,40.667,54.22266667
571DC,571GC,57.15,76.2
571DC,571HG,50.926,67.90133333
571DC,571SB,49.661,66.21466667
571DC,571SD,43.693,58.25733333
571DC,571CK,26.248,34.99733333
571DC,571CL,26.076,34.768
571DC,571FB,26.34,35.12
571DC,571CD,7.797,10.396
571DC,571HN,11.376,15.168
571DC,571J,8.884,11.84533333
571DC,571JB,8.307,11.076
571DC,571KA,16.354,21.80533333
571DC,571KL,8.065,10.75333333
571DC,571FE,44.864,59.81866667
571DC,571MC,39.57,52.76
571DC,571MF,42.378,56.504
571DC,571M,46.964,62.61866667
571DC,571MB,44.167,58.88933333
571DC,571MD,58.265,77.68666667
571DC,571NA,14.879,19.83866667
571DC,571NE,8.588,11.45066667
571DC,571NC,20.949,27.932
571DC,571P,17.787,23.716
571DC,571PB,20.595,27.46
571DC,571PC,15.045,20.06
571DC,571PD,19.104,25.472
571DC,571AJ,8.646,11.528
571DC,571KJ,9.145,12.19333333
571DC,571PF,19.745,26.32666667
571DC,571PG,29.702,39.60266667
571DC,571PH,18.843,25.124
571DC,571AE,15.702,20.936
571DC,571HP,14.118,18.824
571DC,571QF,16.091,21.45466667
571DC,571QA,5.702,7.602666667
571DC,571QC,0.007,0.009333333
571DC,571QD,4.396,5.861333333
571DC,571QE,4.356,5.808
571DC,571QM,48.499,64.66533333
571DC,571L,92.41,123.2133333
571DC,571LA,90.922,121.2293333
571DC,571SF,165.81,221.08
571DC,571SA,144.414,192.552
571DC,571SE,139.395,185.86
571DC,571SP,159.987,213.316
571DC,571SQ,119.247,158.996
571DC,571ST,133.421,177.8946667
571DC,571NB,18.28,24.37333333
571DC,571NH,16.927,22.56933333
571DC,571QB,25.818,34.424
571DC,571FX,34.948,46.59733333
571DC,571KM,33.05,44.06666667
571DC,571TC,33.312,44.416
571DC,571TB,17.688,23.584
571DC,571TE,24.327,32.436
571DC,571TK,19.865,26.48666667
571DC,571TP,30.733,40.97733333
571DC,571W,31.805,42.40666667
571DC,571WA,41.993,55.99066667
571DC,571WW,47.471,63.29466667
571CC,571AA,24.378,32.504
571CC,571AD,29.077,38.76933333
571CC,571AF,25.036,33.38133333
571CC,571AG,47.419,63.22533333
571CC,571AC,23.547,31.396
571CC,571AQ,20.274,27.032
571CC,571AM,22.075,29.43333333
571CC,571AB,72.154,96.20533333
571CC,571JC,73.376,97.83466667
571CC,571KH,82.891,110.5213333
571CC,571TH,106.489,141.9853333
571CC,571TL,61.19,81.58666667
571CC,571DA,34.248,45.664
571CC,571K,27.109,36.14533333
571CC,571KF,30.674,40.89866667
571CC,571KC,40.812,54.416
571CC,571TD,25.637,34.18266667
571CC,571TN,27.294,36.392
571CC,571HC,20.813,27.75066667
571CC,571TM,21.453,28.604
571CC,571B,29.032,38.70933333
571CC,571BM,21.112,28.14933333
571CC,571CAE,15.777,21.036
571CC,571FC,7.668,10.224
571CC,571FN,6.706,8.941333333
571CC,571LD,10.486,13.98133333
571CC,571FT,14.104,18.80533333
571CC,571KB,15.908,21.21066667
571CC,571CS,23.831,31.77466667
571CC,571D,27.605,36.80666667
571CC,571DC,38.756,51.67466667
571CC,571FQ,2.788,3.717333333
571CC,571HK,6.372,8.496
571CC,571E,23.041,30.72133333
571CC,571EA,21.01,28.01333333
571CC,571HB,31.368,41.824
571CC,571KT,29.751,39.668
571CC,571DB,33.373,44.49733333
571CC,571DJ,30.837,41.116
571CC,571H,34.667,46.22266667
571CC,571TF,38.311,51.08133333
571CC,571TQ,27.892,37.18933333
571CC,571FF,17.124,22.832
571CC,571FH,19.267,25.68933333
571CC,571FL,18.791,25.05466667
571CC,571FJ,121.121,161.4946667
571CC,571SC,98.817,131.756
571CC,571FG,50.596,67.46133333
571CC,571MQ,53.432,71.24266667
571CC,571NF,38.011,50.68133333
571CC,571NG,60.487,80.64933333
571CC,571FA,6.975,9.3
571CC,571FP,8.922,11.896
571CC,571HJ,11.788,15.71733333
571CC,571LB,11.94,15.92
571CC,571QKA,38.148,50.864
571CC,571QKB,23.304,31.072
571CC,571QKC,38.774,51.69866667
571CC,571QKD,22.001,29.33466667
571CC,571QKE,12.895,17.19333333
571CC,571QKF,22.067,29.42266667
571CC,571QKG,51.917,69.22266667
571CC,571QKT,0,0
571CC,571FM,13.442,17.92266667
571CC,571FD,14.473,19.29733333
571CC,571FR,18.73,24.97333333
571CC,571FS,28.237,37.64933333
571CC,571LH,5.949,7.932
571CC,571SH,29.416,39.22133333
571CC,571FK,69.183,92.244
571CC,571G,47.328,63.104
571CC,571GB,35.285,47.04666667
571CC,571GC,51.768,69.024
571CC,571HG,56.077,74.76933333
571CC,571SB,44.279,59.03866667
571CC,571SD,44.208,58.944
571CC,571CK,13.39,17.85333333
571CC,571CL,12.629,16.83866667
571CC,571FB,11.89,15.85333333
571CC,571CD,44.888,59.85066667
571CC,571HN,43.706,58.27466667
571CC,571J,29.245,38.99333333
571CC,571JB,30.313,40.41733333
571CC,571KA,23.924,31.89866667
571CC,571KL,28.939,38.58533333
571CC,571FE,39.806,53.07466667
571CC,571MC,34.512,46.016
571CC,571MF,25.117,33.48933333
571CC,571M,24.045,32.06
571CC,571MB,14.025,18.7
571CC,571MD,35.346,47.128
571CC,571NA,64.356,85.808
571CC,571NE,57.474,76.632
571CC,571NC,25.001,33.33466667
571CC,571P,20.599,27.46533333
571CC,571PB,17.978,23.97066667
571CC,571PC,22.205,29.60666667
571CC,571PD,19.973,26.63066667
571CC,571AJ,29.956,39.94133333
571CC,571KJ,29.099,38.79866667
571CC,571PF,17.365,23.15333333
571CC,571PG,30.217,40.28933333
571CC,571PH,21.063,28.084
571CC,571AE,39.854,53.13866667
571CC,571HP,45.636,60.848
571CC,571QF,38.63,51.50666667
571CC,571QA,30.671,40.89466667
571CC,571QC,38.764,51.68533333
571CC,571QD,34.038,45.384
571CC,571QE,36.661,48.88133333
571CC,571QM,25.58,34.10666667
571CC,571L,87.028,116.0373333
571CC,571LA,85.54,114.0533333
571CC,571SF,160.428,213.904
571CC,571SA,139.032,185.376
571CC,571SE,134.013,178.684
571CC,571SP,154.605,206.14
571CC,571SQ,113.865,151.82
571CC,571ST,128.039,170.7186667
571CC,571NB,42.432,56.576
571CC,571NH,52.398,69.864
571CC,571QB,49.808,66.41066667
571CC,571FX,7.502,10.00266667
571CC,571KM,10.648,14.19733333
571CC,571TC,38.716,51.62133333
571CC,571TB,50.467,67.28933333
571CC,571TE,57.106,76.14133333
571CC,571TK,41.982,55.976
571CC,571TP,46.548,62.064
571CC,571W,22.181,29.57466667
571CC,571WA,19.074,25.432
571CC,571WW,24.552,32.736
571FQ,571AA,32.836,43.78133333
571FQ,571AD,36.989,49.31866667
571FQ,571AF,32.16,42.88
571FQ,571AG,49.46,65.94666667
571FQ,571AC,21.002,28.00266667
571FQ,571AQ,17.729,23.63866667
571FQ,571AM,28.069,37.42533333
571FQ,571AB,74.015,98.68666667
571FQ,571JC,75.237,100.316
571FQ,571KH,84.752,113.0026667
571FQ,571TH,108.35,144.4666667
571FQ,571TL,63.051,84.068
571FQ,571DA,39.989,53.31866667
571FQ,571K,33.103,44.13733333
571FQ,571KF,38.718,51.624
571FQ,571KC,38.267,51.02266667
571FQ,571TD,26.106,34.808
571FQ,571TN,27.763,37.01733333
571FQ,571HC,21.282,28.376
571FQ,571TM,21.922,29.22933333
571FQ,571B,38.184,50.912
571FQ,571BM,23.292,31.056
571FQ,571CAE,18.759,25.012
571FQ,571FC,12.004,16.00533333
571FQ,571FN,8.129,10.83866667
571FQ,571LD,13.468,17.95733333
571FQ,571FT,17.086,22.78133333
571FQ,571KB,18.89,25.18666667
571FQ,571CS,25.579,34.10533333
571FQ,571D,35.649,47.532
571FQ,571DC,46.8,62.4
571FQ,571CC,2.801,3.734666667
571FQ,571HK,8.233,10.97733333
571FQ,571E,24.789,33.052
571FQ,571EA,23.345,31.12666667
571FQ,571HB,28.823,38.43066667
571FQ,571KT,27.206,36.27466667
571FQ,571DB,46.603,62.13733333
571FQ,571DJ,38.881,51.84133333
571FQ,571H,35.136,46.848
571FQ,571TF,44.305,59.07333333
571FQ,571TQ,28.361,37.81466667
571FQ,571FF,20.106,26.808
571FQ,571FH,21.128,28.17066667
571FQ,571FL,21.773,29.03066667
571FQ,571FJ,122.982,163.976
571FQ,571SC,100.678,134.2373333
571FQ,571FG,48.051,64.068
571FQ,571MQ,50.887,67.84933333
571FQ,571NF,47.187,62.916
571FQ,571NG,57.942,77.256
571FQ,571FA,10.495,13.99333333
571FQ,571FP,9.727,12.96933333
571FQ,571HJ,13.545,18.06
571FQ,571LB,12.409,16.54533333
571FQ,571QKA,47.324,63.09866667
571FQ,571QKB,20.759,27.67866667
571FQ,571QKC,40.635,54.18
571FQ,571QKD,19.456,25.94133333
571FQ,571QKE,15.877,21.16933333
571FQ,571QKF,28.061,37.41466667
571FQ,571QKG,53.778,71.704
571FQ,571QKT,0,0
571FQ,571FM,16.424,21.89866667
571FQ,571FD,21.919,29.22533333
571FQ,571FR,20.591,27.45466667
571FQ,571FS,33.701,44.93466667
571FQ,571LH,7.277,9.702666667
571FQ,571SH,40.855,54.47333333
571FQ,571FK,71.044,94.72533333
571FQ,571G,49.189,65.58533333
571FQ,571GB,37.146,49.528
571FQ,571GC,53.629,71.50533333
571FQ,571HG,57.938,77.25066667
571FQ,571SB,46.14,61.52
571FQ,571SD,46.069,61.42533333
571FQ,571CK,15.792,21.056
571FQ,571CL,15.611,20.81466667
571FQ,571FB,14.872,19.82933333
571FQ,571CD,44.137,58.84933333
571FQ,571HN,45.567,60.756
571FQ,571J,40.864,54.48533333
571FQ,571JB,39.465,52.62
571FQ,571KA,29.84,39.78666667
571FQ,571KL,38.091,50.788
571FQ,571FE,37.261,49.68133333
571FQ,571MC,31.967,42.62266667
571FQ,571MF,22.572,30.096
571FQ,571M,21.5,28.66666667
571FQ,571MB,11.48,15.30666667
571FQ,571MD,32.801,43.73466667
571FQ,571NA,64.879,86.50533333
571FQ,571NE,59.338,79.11733333
571FQ,571NC,30.995,41.32666667
571FQ,571P,22.934,30.57866667
571FQ,571PB,18.992,25.32266667
571FQ,571PC,31.196,41.59466667
571FQ,571PD,22.955,30.60666667
571FQ,571AJ,37.005,49.34
571FQ,571KJ,36.148,48.19733333
571FQ,571PF,19.7,26.26666667
571FQ,571PG,32.078,42.77066667
571FQ,571PH,30.002,40.00266667
571FQ,571AE,41.715,55.62
571FQ,571HP,47.497,63.32933333
571FQ,571QF,40.491,53.988
571FQ,571QA,40.276,53.70133333
571FQ,571QC,46.808,62.41066667
571FQ,571QD,43.19,57.58666667
571FQ,571QE,44.705,59.60666667
571FQ,571QM,23.035,30.71333333
571FQ,571L,88.889,118.5186667
571FQ,571LA,87.401,116.5346667
571FQ,571SF,172.969,230.6253333
571FQ,571SA,151.573,202.0973333
571FQ,571SE,146.554,195.4053333
571FQ,571SP,167.146,222.8613333
571FQ,571SQ,115.726,154.3013333
571FQ,571ST,140.58,187.44
571FQ,571NB,44.293,59.05733333
571FQ,571NH,54.259,72.34533333
571FQ,571QB,51.669,68.892
571FQ,571FX,6.399,8.532
571FQ,571KM,10.536,14.048
571FQ,571TC,50.953,67.93733333
571FQ,571TB,47.922,63.896
571FQ,571TE,54.561,72.748
571FQ,571TK,39.437,52.58266667
571FQ,571TP,52.542,70.056
571FQ,571W,19.636,26.18133333
571FQ,571WA,16.529,22.03866667
571FQ,571WW,22.007,29.34266667
571HK,571AA,28.35,37.8
571HK,571AD,29.989,39.98533333
571HK,571AF,25.948,34.59733333
571HK,571AG,41.046,54.728
571HK,571AC,33.775,45.03333333
571HK,571AQ,30.502,40.66933333
571HK,571AM,40.842,54.456
571HK,571AB,65.781,87.708
571HK,571JC,67.003,89.33733333
571HK,571KH,76.518,102.024
571HK,571TH,100.116,133.488
571HK,571TL,54.817,73.08933333
571HK,571DA,52.762,70.34933333
571HK,571K,29.746,39.66133333
571HK,571KF,31.586,42.11466667
571HK,571KC,51.04,68.05333333
571HK,571TD,30.464,40.61866667
571HK,571TN,32.121,42.828
571HK,571HC,25.64,34.18666667
571HK,571TM,44.738,59.65066667
571HK,571B,33.004,44.00533333
571HK,571BM,25.084,33.44533333
571HK,571CAE,19.994,26.65866667
571HK,571FC,10.874,14.49866667
571HK,571FN,11.533,15.37733333
571HK,571LD,12.824,17.09866667
571HK,571FT,12.563,16.75066667
571HK,571KB,20.125,26.83333333
571HK,571CS,27.803,37.07066667
571HK,571D,28.517,38.02266667
571HK,571DC,46.075,61.43333333
571HK,571CC,6.739,8.985333333
571HK,571FQ,9.433,12.57733333
571HK,571E,27.013,36.01733333
571HK,571EA,21.922,29.22933333
571HK,571HB,41.596,55.46133333
571HK,571KT,39.979,53.30533333
571HK,571DB,34.285,45.71333333
571HK,571DJ,31.749,42.332
571HK,571H,59.946,79.928
571HK,571TF,57.078,76.104
571HK,571TQ,53.288,71.05066667
571HK,571FF,25.523,34.03066667
571HK,571FH,12.894,17.192
571HK,571FL,16.876,22.50133333
571HK,571FJ,114.748,152.9973333
571HK,571SC,92.444,123.2586667
571HK,571FG,60.824,81.09866667
571HK,571MQ,63.66,84.88
571HK,571NF,50.76,67.68
571HK,571NG,61.41,81.88
571HK,571FA,11.802,15.736
571HK,571FP,13.749,18.332
571HK,571HJ,14.917,19.88933333
571HK,571LB,16.767,22.356
571HK,571QKA,50.704,67.60533333
571HK,571QKB,33.532,44.70933333
571HK,571QKC,32.401,43.20133333
571HK,571QKD,32.229,42.972
571HK,571QKE,13.807,18.40933333
571HK,571QKF,40.834,54.44533333
571HK,571QKG,45.544,60.72533333
571HK,571QKT,0,0
571HK,571FM,14.126,18.83466667
571HK,571FD,12.015,16.02
571HK,571FR,12.357,16.476
571HK,571FS,23.797,31.72933333
571HK,571LH,4.521,6.028
571HK,571SH,23.783,31.71066667
571HK,571FK,62.81,83.74666667
571HK,571G,40.955,54.60666667
571HK,571GB,28.912,38.54933333
571HK,571GC,45.395,60.52666667
571HK,571HG,49.704,66.272
571HK,571SB,37.906,50.54133333
571HK,571SD,37.835,50.44666667
571HK,571CK,14.302,19.06933333
571HK,571CL,13.541,18.05466667
571HK,571FB,12.574,16.76533333
571HK,571CD,38.515,51.35333333
571HK,571HN,37.333,49.77733333
571HK,571J,33.217,44.28933333
571HK,571JB,34.285,45.71333333
571HK,571KA,24.836,33.11466667
571HK,571KL,32.911,43.88133333
571HK,571FE,50.034,66.712
571HK,571MC,44.74,59.65333333
571HK,571MF,35.345,47.12666667
571HK,571M,34.273,45.69733333
571HK,571MB,27.052,36.06933333
571HK,571MD,45.574,60.76533333
571HK,571NA,57.983,77.31066667
571HK,571NE,51.101,68.13466667
571HK,571NC,43.768,58.35733333
571HK,571P,21.511,28.68133333
571HK,571PB,21.96,29.28
571HK,571PC,23.117,30.82266667
571HK,571PD,23.945,31.92666667
571HK,571AJ,40.094,53.45866667
571HK,571KJ,41.001,54.668
571HK,571PF,18.277,24.36933333
571HK,571PG,23.844,31.792
571HK,571PH,21.975,29.3
571HK,571AE,33.481,44.64133333
571HK,571HP,39.263,52.35066667
571HK,571QF,32.257,43.00933333
571HK,571QA,34.643,46.19066667
571HK,571QC,46.083,61.444
571HK,571QD,45.223,60.29733333
571HK,571QE,46.136,61.51466667
571HK,571QM,35.808,47.744
571HK,571L,80.655,107.54
571HK,571LA,79.167,105.556
571HK,571SF,154.055,205.4066667
571HK,571SA,132.659,176.8786667
571HK,571SE,127.64,170.1866667
571HK,571SP,148.232,197.6426667
571HK,571SQ,107.492,143.3226667
571HK,571ST,121.666,162.2213333
571HK,571NB,36.059,48.07866667
571HK,571NH,46.025,61.36666667
571HK,571QB,43.435,57.91333333
571HK,571FX,22.822,30.42933333
571HK,571KM,26.816,35.75466667
571HK,571TC,63.726,84.968
571HK,571TB,57.513,76.684
571HK,571TE,64.152,85.536
571HK,571TK,52.21,69.61333333
571HK,571TP,65.315,87.08666667
571HK,571W,32.409,43.212
571HK,571WA,29.302,39.06933333
571HK,571WW,34.78,46.37333333
571E,571AA,2.103,2.804
571E,571AD,9.042,12.056
571E,571AF,5.046,6.728
571E,571AG,18.192,24.256
571E,571AC,26.049,34.732
571E,571AQ,35.513,47.35066667
571E,571AM,6.866,9.154666667
571E,571AB,48.728,64.97066667
571E,571JC,49.95,66.6
571E,571KH,59.465,79.28666667
571E,571TH,83.063,110.7506667
571E,571TL,37.764,50.352
571E,571DA,17.573,23.43066667
571E,571K,12.159,16.212
571E,571KF,13.999,18.66533333
571E,571KC,18.67,24.89333333
571E,571TD,21.256,28.34133333
571E,571TN,22.406,29.87466667
571E,571HC,17.888,23.85066667
571E,571TM,15.895,21.19333333
571E,571B,6.728,8.970666667
571E,571BM,2.256,3.008
571E,571CAE,9.536,12.71466667
571E,571FC,13.629,18.172
571E,571FN,18.897,25.196
571E,571LD,11.18,14.90666667
571E,571FT,11.052,14.736
571E,571KB,9.667,12.88933333
571E,571CS,1.556,2.074666667
571E,571D,10.93,14.57333333
571E,571DC,15.532,20.70933333
571E,571CC,22.22,29.62666667
571E,571FQ,24.606,32.808
571E,571HK,23.788,31.71733333
571E,571EA,1.88,2.506666667
571E,571HB,25.86,34.48
571E,571KT,26.2,34.93333333
571E,571DB,16.698,22.264
571E,571DJ,10.931,14.57466667
571E,571H,31.993,42.65733333
571E,571TF,26.855,35.80666667
571E,571TQ,25.796,34.39466667
571E,571FF,11.144,14.85866667
571E,571FH,15.975,21.3
571E,571FL,13.601,18.13466667
571E,571FJ,94.843,126.4573333
571E,571SC,95.31,127.08
571E,571FG,60.846,81.128
571E,571MQ,45.995,61.32666667
571E,571NF,15.707,20.94266667
571E,571NG,25.96,34.61333333
571E,571FA,16.917,22.556
571E,571FP,15.861,21.148
571E,571HJ,10.901,14.53466667
571E,571LB,17.412,23.216
571E,571QKA,15.844,21.12533333
571E,571QKB,33.554,44.73866667
571E,571QKC,14.86,19.81333333
571E,571QKD,25.962,34.616
571E,571QKE,11.041,14.72133333
571E,571QKF,6.858,9.144
571E,571QKG,24.366,32.488
571E,571QKT,0,0
571E,571FM,10.688,14.25066667
571E,571FD,35.697,47.596
571E,571FR,23.726,31.63466667
571E,571FS,47.479,63.30533333
571E,571LH,25.434,33.912
571E,571SH,37.524,50.032
571E,571FK,62.578,83.43733333
571E,571G,40.723,54.29733333
571E,571GB,31.778,42.37066667
571E,571GC,48.261,64.348
571E,571HG,52.57,70.09333333
571E,571SB,40.772,54.36266667
571E,571SD,37.603,50.13733333
571E,571CK,10.016,13.35466667
571E,571CL,11.283,15.044
571E,571FB,11.547,15.396
571E,571CD,9.424,12.56533333
571E,571HN,16.471,21.96133333
571E,571J,6.116,8.154666667
571E,571JB,8.009,10.67866667
571E,571KA,7.249,9.665333333
571E,571KL,6.635,8.846666667
571E,571FE,40.392,53.856
571E,571MC,35.098,46.79733333
571E,571MF,33.787,45.04933333
571E,571M,34.295,45.72666667
571E,571MB,29.918,39.89066667
571E,571MD,45.596,60.79466667
571E,571NA,29.7,39.6
571E,571NE,23.409,31.212
571E,571NC,14.926,19.90133333
571E,571P,3.019,4.025333333
571E,571PB,4.403,5.870666667
571E,571PC,2.893,3.857333333
571E,571PD,4.311,5.748
571E,571AJ,6.839,9.118666667
571E,571KJ,5.982,7.976
