from,to,dist,time,????12????????,????5????????
571AC,571TH,121.565,243.13,#N/A,#N/A
571AC,571TL,76.266,152.532,#N/A,#N/A
571AC,571DA,24.996,49.992,#N/A,#N/A
571AC,571K,15.456,30.912,#N/A,#N/A
571AC,571KF,23.762,47.524,#N/A,#N/A
571AC,571KC,23.274,46.548,#N/A,#N/A
571AC,571TD,13.669,27.338,#N/A,#N/A
571AC,571TN,15.326,30.652,#N/A,#N/A
571AC,571HC,10.749,21.498,#N/A,#N/A
571AC,571TM,10.631,21.262,#N/A,#N/A
571AC,571B,23.228,46.456,#N/A,#N/A
571AC,571BM,27.632,55.264,#N/A,#N/A
571AC,571CAE,34.184,73.368,#N/A,#N/A
571AC,571FC,26.067,57.134,#N/A,#N/A
571AC,571FN,22.192,49.384,#N/A,#N/A
571AC,571LD,26.354,57.708,#N/A,#N/A
571AC,571FT,35.7,76.4,#N/A,#N/A
571AC,571KB,34.315,73.63,#N/A,#N/A
571AC,571CS,25.23,50.46,#N/A,#N/A
571AC,571D,20.693,41.386,#N/A,#N/A
571AC,571DC,31.844,63.688,#N/A,#N/A
571AC,571CC,22.87,50.74,#N/A,#N/A
571AC,571FQ,20.328,45.656,#N/A,#N/A
571AC,571HK,33.413,71.826,#N/A,#N/A
571AC,571E,26.145,52.29,#N/A,#N/A
571AC,571EA,25.266,50.532,#N/A,#N/A
571AC,571HB,6.136,12.272,#N/A,#N/A
571AC,571KT,3.087,6.174,#N/A,#N/A
571AC,571DB,26.461,52.922,#N/A,#N/A
571AC,571DJ,23.925,47.85,#N/A,#N/A
571AC,571H,22.699,45.398,#N/A,#N/A
571AC,571TF,20.471,40.942,#N/A,#N/A
571AC,571TQ,15.924,31.848,#N/A,#N/A
571AC,571FF,35.792,76.584,#N/A,#N/A
571AC,571FH,42.991,90.982,#N/A,#N/A
571AC,571FL,38.249,81.498,#N/A,#N/A
571AC,571FJ,144.845,289.69,#N/A,#N/A
571AC,571SC,122.541,245.082,#N/A,#N/A
571AC,571FG,48.328,101.656,#N/A,#N/A
571AC,571MQ,24.334,53.668,#N/A,#N/A
571AC,571NF,32.231,64.462,#N/A,#N/A
571AC,571NG,42.949,85.898,#N/A,#N/A
571AC,571FA,22.06,49.12,#N/A,#N/A
571AC,571FP,20.663,46.326,#N/A,#N/A
571AC,571HJ,24.033,53.066,#N/A,#N/A
571AC,571LB,18.566,42.132,#N/A,#N/A
571AC,571QKA,32.368,64.736,#N/A,#N/A
571AC,571QKB,21.036,42.072,#N/A,#N/A
571AC,571QKC,35.464,70.928,#N/A,#N/A
571AC,571QKD,1.881,3.762,#N/A,#N/A
571AC,571QKE,28.418,61.836,#N/A,#N/A
571AC,571QKF,18.691,37.382,#N/A,#N/A
571AC,571QKG,40.866,81.732,#N/A,#N/A
571AC,571QKT,0,5,#N/A,#N/A
571AC,571FM,35.336,75.672,#N/A,#N/A
571AC,571FD,33.119,71.238,#N/A,#N/A
571AC,571FR,42.454,89.908,#N/A,#N/A
571AC,571FS,44.901,94.802,#N/A,#N/A
571AC,571LH,30.207,65.414,#N/A,#N/A
571AC,571SH,52.055,109.11,#N/A,#N/A
571AC,571FK,92.907,185.814,#N/A,#N/A
571AC,571G,71.052,142.104,#N/A,7
571AC,571GB,59.009,118.018,#N/A,#N/A
571AC,571GC,75.492,150.984,#N/A,#N/A
571AC,571HG,79.801,159.602,#N/A,#N/A
571AC,571SB,68.003,136.006,#N/A,#N/A
571AC,571SD,67.932,135.864,#N/A,#N/A
571AC,571CK,24.811,54.622,#N/A,#N/A
571AC,571CL,28.519,62.038,#N/A,#N/A
571AC,571FB,30.6,66.2,#N/A,6
571AC,571CD,29.181,58.362,#N/A,#N/A
571AC,571HN,50.442,100.884,#N/A,#N/A
571AC,571J,25.908,51.816,#N/A,#N/A
571AC,571JB,24.509,49.018,#N/A,#N/A
571AC,571KA,18.546,37.092,#N/A,#N/A
571AC,571KL,23.135,46.27,#N/A,#N/A
571AC,571FE,18.731,42.462,#N/A,#N/A
571AC,571MC,13.437,31.874,#N/A,#N/A
571AC,571MF,16.245,37.49,#N/A,#N/A
571AC,571M,21.777,48.554,#N/A,#N/A
571AC,571MB,18.98,42.96,#N/A,#N/A
571AC,571MD,33.078,71.156,#N/A,#N/A
571AC,571NA,49.886,99.772,#N/A,#N/A
571AC,571NE,44.345,88.69,#N/A,#N/A
571AC,571NC,13.753,27.506,#N/A,#N/A
571AC,571P,24.855,49.71,#N/A,#N/A
571AC,571PB,21.581,43.162,#N/A,#N/A
571AC,571PC,23.571,47.142,#N/A,#N/A
571AC,571PD,30.9,61.8,#N/A,#N/A
571AC,571AJ,27.443,54.886,#N/A,#N/A
571AC,571KJ,26.838,53.676,#N/A,#N/A
571AC,571PF,26.115,52.23,#N/A,#N/A
571AC,571PG,53.941,107.882,#N/A,#N/A
571AC,571PH,20.632,41.264,#N/A,#N/A
571AC,571AE,54.768,109.536,#N/A,#N/A
571AC,571HP,53.184,106.368,#N/A,#N/A
571AC,571QF,35.32,70.64,#N/A,#N/A
571AC,571QA,25.32,50.64,#N/A,#N/A
571AC,571QC,31.852,63.704,#N/A,#N/A
571AC,571QD,28.234,56.468,#N/A,#N/A
571AC,571QE,29.749,59.498,#N/A,#N/A
571AC,571QM,23.312,51.624,#N/A,#N/A
571AC,571L,110.752,221.504,#N/A,#N/A
571AC,571LA,109.264,218.528,#N/A,#N/A
571AC,571SF,184.152,368.304,#N/A,#N/A
571AC,571SA,162.756,325.512,#N/A,#N/A
571AC,571SE,157.737,315.474,#N/A,#N/A
571AC,571SP,178.329,356.658,#N/A,#N/A
571AC,571SQ,137.589,275.178,#N/A,#N/A
571AC,571ST,151.763,303.526,#N/A,#N/A
571AC,571NB,57.346,114.692,#N/A,#N/A
571AC,571NH,40.008,80.016,#N/A,8
571AC,571QB,64.884,129.768,#N/A,#N/A
571AC,571FX,20.462,45.924,#N/A,#N/A
571AC,571KM,21.61,48.22,#N/A,#N/A
571AC,571TC,26.748,53.496,#N/A,#N/A
571AC,571TB,32.929,65.858,#N/A,#N/A
571AC,571TE,39.568,79.136,#N/A,#N/A
571AC,571TK,24.444,48.888,#N/A,#N/A
571AC,571TP,28.661,57.322,#N/A,4
571AC,571W,2.061,4.122,#N/A,#N/A
571AC,571WA,16.806,38.612,#N/A,#N/A
571AC,571WW,22.284,49.568,#N/A,5
571AQ,571AA,31.675,63.35,#N/A,#N/A
571AQ,571AD,28.81,57.62,#N/A,#N/A
571AQ,571AF,28.825,57.65,#N/A,#N/A
571AQ,571AG,41.668,83.336,#N/A,#N/A
571AQ,571AC,4.697,9.394,#N/A,#N/A
571AQ,571AM,15.525,31.05,#N/A,#N/A
571AQ,571AB,94.007,188.014,#N/A,#N/A
571AQ,571JC,95.229,190.458,#N/A,#N/A
571AQ,571KH,104.744,209.488,#N/A,#N/A
571AQ,571TH,128.342,256.684,#N/A,#N/A
571AQ,571TL,83.043,166.086,#N/A,#N/A
571AQ,571DA,27.156,54.312,#N/A,#N/A
571AQ,571K,22.233,44.466,#N/A,#N/A
571AQ,571KF,28.558,57.116,#N/A,#N/A
571AQ,571KC,25.434,50.868,#N/A,#N/A
571AQ,571TD,20.446,40.892,#N/A,#N/A
571AQ,571TN,22.103,44.206,#N/A,#N/A
571AQ,571HC,10.641,21.282,#N/A,#N/A
571AQ,571TM,11.759,23.518,#N/A,#N/A
571AQ,571B,30.005,60.01,#N/A,#N/A
571AQ,571BM,34.409,68.818,#N/A,#N/A
571AQ,571CAE,30.951,66.902,#N/A,#N/A
571AQ,571FC,24.196,53.392,#N/A,#N/A
571AQ,571FN,20.321,45.642,#N/A,#N/A
571AQ,571LD,25.66,56.32,#N/A,#N/A
571AQ,571FT,29.278,63.556,#N/A,#N/A
571AQ,571KB,31.082,67.164,#N/A,#N/A
571AQ,571CS,32.007,64.014,#N/A,#N/A
571AQ,571D,27.47,54.94,#N/A,#N/A
571AQ,571DC,39.008,78.016,#N/A,#N/A
571AQ,571CC,20.999,46.998,#N/A,#N/A
571AQ,571FQ,18.457,41.914,#N/A,#N/A
571AQ,571HK,31.542,68.084,#N/A,#N/A
571AQ,571E,32.922,65.844,#N/A,#N/A
571AQ,571EA,32.043,64.086,#N/A,#N/A
571AQ,571HB,10.524,21.048,#N/A,#N/A
571AQ,571KT,7.404,14.808,#N/A,#N/A
571AQ,571DB,33.77,67.54,#N/A,#N/A
571AQ,571DJ,31.346,62.692,#N/A,#N/A
571AQ,571H,29.476,58.952,#N/A,#N/A
571AQ,571TF,27.248,54.496,#N/A,#N/A
571AQ,571TQ,22.701,45.402,#N/A,#N/A
571AQ,571FF,32.298,69.596,#N/A,#N/A
571AQ,571FH,41.12,87.24,#N/A,#N/A
571AQ,571FL,33.965,72.93,#N/A,#N/A
571AQ,571FJ,142.974,285.948,#N/A,#N/A
571AQ,571SC,120.67,241.34,#N/A,#N/A
571AQ,571FG,46.457,97.914,#N/A,#N/A
571AQ,571MQ,26.494,57.988,#N/A,#N/A
571AQ,571NF,41.808,83.616,#N/A,#N/A
571AQ,571NG,45.109,90.218,#N/A,#N/A
571AQ,571FA,22.687,50.374,#N/A,#N/A
571AQ,571FP,21.919,48.838,#N/A,#N/A
571AQ,571HJ,27.863,60.726,#N/A,#N/A
571AQ,571LB,25.944,56.888,#N/A,#N/A
571AQ,571QKA,46.108,92.216,#N/A,#N/A
571AQ,571QKB,19.165,38.33,#N/A,#N/A
571AQ,571QKC,60.627,121.254,#N/A,#N/A
571AQ,571QKD,3.151,6.302,#N/A,#N/A
571AQ,571QKE,28.069,61.138,#N/A,#N/A
571AQ,571QKF,15.517,31.034,#N/A,#N/A
571AQ,571QKG,59.868,119.736,#N/A,#N/A
571AQ,571QKT,0,5,#N/A,#N/A
571AQ,571FM,28.616,62.232,#N/A,#N/A
571AQ,571FD,31.248,67.496,#N/A,#N/A
571AQ,571FR,40.583,86.166,#N/A,#N/A
571AQ,571FS,43.03,91.06,#N/A,#N/A
571AQ,571LH,28.336,61.672,#N/A,#N/A
571AQ,571SH,50.184,105.368,#N/A,#N/A
571AQ,571FK,91.036,182.072,#N/A,#N/A
571AQ,571G,69.181,138.362,#N/A,7
571AQ,571GB,57.138,114.276,#N/A,#N/A
571AQ,571GC,73.621,147.242,#N/A,#N/A
571AQ,571HG,77.93,155.86,#N/A,#N/A
571AQ,571SB,66.132,132.264,#N/A,#N/A
571AQ,571SD,66.061,132.122,#N/A,#N/A
571AQ,571CK,28.641,62.282,#N/A,#N/A
571AQ,571CL,27.803,60.606,#N/A,#N/A
571AQ,571FB,27.064,59.128,#N/A,6
571AQ,571CD,35.958,71.916,#N/A,#N/A
571AQ,571HN,52.602,105.204,#N/A,#N/A
571AQ,571J,32.685,65.37,#N/A,#N/A
571AQ,571JB,31.286,62.572,#N/A,#N/A
571AQ,571KA,25.323,50.646,#N/A,#N/A
571AQ,571KL,29.912,59.824,#N/A,#N/A
571AQ,571FE,20.891,46.782,#N/A,#N/A
571AQ,571MC,15.597,36.194,#N/A,#N/A
571AQ,571MF,18.405,41.81,#N/A,#N/A
571AQ,571M,19.906,44.812,#N/A,#N/A
571AQ,571MB,17.109,39.218,#N/A,#N/A
571AQ,571MD,31.207,67.414,#N/A,#N/A
571AQ,571NA,52.046,104.092,#N/A,#N/A
571AQ,571NE,46.505,93.01,#N/A,#N/A
571AQ,571NC,20.53,41.06,#N/A,#N/A
571AQ,571P,31.632,63.264,#N/A,#N/A
571AQ,571PB,17.349,34.698,#N/A,#N/A
571AQ,571PC,20.124,40.248,#N/A,#N/A
571AQ,571PD,37.677,75.354,#N/A,#N/A
571AQ,571AJ,34.22,68.44,#N/A,#N/A
571AQ,571KJ,33.615,67.23,#N/A,#N/A
571AQ,571PF,32.542,65.084,#N/A,#N/A
571AQ,571PG,52.07,104.14,#N/A,#N/A
571AQ,571PH,18.93,37.86,#N/A,#N/A
571AQ,571AE,61.707,123.414,#N/A,#N/A
571AQ,571HP,55.344,110.688,#N/A,#N/A
571AQ,571QF,60.483,120.966,#N/A,#N/A
571AQ,571QA,32.097,64.194,#N/A,#N/A
571AQ,571QC,39.016,78.032,#N/A,#N/A
571AQ,571QD,35.011,70.022,#N/A,#N/A
571AQ,571QE,36.913,73.826,#N/A,#N/A
571AQ,571QM,21.441,47.882,#N/A,#N/A
571AQ,571L,108.881,217.762,#N/A,#N/A
571AQ,571LA,107.393,214.786,#N/A,#N/A
571AQ,571SF,182.281,364.562,#N/A,#N/A
571AQ,571SA,160.885,321.77,#N/A,#N/A
571AQ,571SE,155.866,311.732,#N/A,#N/A
571AQ,571SP,176.458,352.916,#N/A,#N/A
571AQ,571SQ,135.718,271.436,#N/A,#N/A
571AQ,571ST,149.892,299.784,#N/A,#N/A
571AQ,571NB,64.285,128.57,#N/A,#N/A
571AQ,571NH,59.01,118.02,#N/A,8
571AQ,571QB,71.661,143.322,#N/A,#N/A
571AQ,571FX,18.591,42.182,#N/A,#N/A
571AQ,571KM,20.198,45.396,#N/A,#N/A
571AQ,571TC,33.525,67.05,#N/A,#N/A
571AQ,571TB,35.089,70.178,#N/A,#N/A
571AQ,571TE,41.728,83.456,#N/A,#N/A
571AQ,571TK,26.604,53.208,#N/A,#N/A
571AQ,571TP,41.839,83.678,#N/A,4
571AQ,571W,3.331,6.662,#N/A,#N/A
571AQ,571WA,14.935,34.87,#N/A,#N/A
571AQ,571WW,20.413,45.826,#N/A,5
571AM,571AA,6.393,12.786,#N/A,#N/A
571AM,571AD,9.459,18.918,#N/A,#N/A
571AM,571AF,5.462,10.924,#N/A,#N/A
571AM,571AG,21.798,43.596,#N/A,#N/A
571AM,571AC,19.37,38.74,#N/A,#N/A
571AM,571AQ,31.794,63.588,#N/A,#N/A
571AM,571AB,52.451,104.902,#N/A,#N/A
571AM,571JC,53.673,107.346,#N/A,#N/A
571AM,571KH,63.188,126.376,#N/A,#N/A
571AM,571TH,86.786,173.572,#N/A,#N/A
571AM,571TL,41.487,82.974,#N/A,#N/A
571AM,571DA,14.63,29.26,#N/A,#N/A
571AM,571K,6,12,#N/A,#N/A
571AM,571KF,11.056,22.112,#N/A,#N/A
571AM,571KC,15.727,31.454,#N/A,#N/A
571AM,571TD,12.574,25.148,#N/A,#N/A
571AM,571TN,21.281,42.562,#N/A,#N/A
571AM,571HC,11.209,22.418,#N/A,#N/A
571AM,571TM,9.216,18.432,#N/A,#N/A
571AM,571B,8.585,17.17,#N/A,#N/A
571AM,571BM,9.446,18.892,#N/A,#N/A
571AM,571CAE,15.619,36.238,#N/A,#N/A
571AM,571FC,16.005,37.01,#N/A,#N/A
571AM,571FN,17.512,40.024,#N/A,#N/A
571AM,571LD,13.556,32.112,#N/A,#N/A
571AM,571FT,17.135,39.27,#N/A,#N/A
571AM,571KB,15.75,36.5,#N/A,#N/A
571AM,571CS,6.942,13.884,#N/A,#N/A
571AM,571D,7.365,14.73,#N/A,#N/A
571AM,571DC,19.138,38.276,#N/A,#N/A
571AM,571CC,22.137,49.274,#N/A,#N/A
571AM,571FQ,27.308,59.616,#N/A,#N/A
571AM,571HK,40.393,85.786,#N/A,#N/A
571AM,571E,7.959,15.918,#N/A,#N/A
571AM,571EA,5.812,11.624,#N/A,#N/A
571AM,571HB,19.181,38.362,#N/A,#N/A
571AM,571KT,19.521,39.042,#N/A,#N/A
571AM,571DB,13.755,27.51,#N/A,#N/A
571AM,571DJ,11.219,22.438,#N/A,#N/A
571AM,571H,24.424,48.848,#N/A,#N/A
571AM,571TF,21.556,43.112,#N/A,#N/A
571AM,571TQ,21.094,42.188,#N/A,#N/A
571AM,571FF,17.227,39.454,#N/A,#N/A
571AM,571FH,22.058,49.116,#N/A,#N/A
571AM,571FL,19.684,44.368,#N/A,#N/A
571AM,571FJ,120.109,240.218,#N/A,#N/A
571AM,571SC,101.393,202.786,#N/A,#N/A
571AM,571FG,55.547,116.094,#N/A,#N/A
571AM,571MQ,58.383,121.766,#N/A,#N/A
571AM,571NF,18.891,37.782,#N/A,#N/A
571AM,571NG,31.67,63.34,#N/A,#N/A
571AM,571FA,15.532,36.064,#N/A,#N/A
571AM,571FP,14.135,33.27,#N/A,#N/A
571AM,571HJ,13.277,31.554,#N/A,#N/A
571AM,571LB,12.038,29.076,#N/A,#N/A
571AM,571QKA,19.028,38.056,#N/A,#N/A
571AM,571QKB,28.255,56.51,#N/A,#N/A
571AM,571QKC,18.583,37.166,#N/A,#N/A
571AM,571QKD,15.342,30.684,#N/A,#N/A
571AM,571QKE,14.252,33.504,#N/A,#N/A
571AM,571QKF,0.973,1.946,#N/A,#N/A
571AM,571QKG,28.292,56.584,#N/A,#N/A
571AM,571QKT,0,5,#N/A,#N/A
571AM,571FM,16.771,38.542,#N/A,#N/A
571AM,571FD,40.099,85.198,#N/A,#N/A
571AM,571FR,29.809,64.618,#N/A,#N/A
571AM,571FS,51.881,108.762,#N/A,#N/A
571AM,571LH,26.174,57.348,#N/A,#N/A
571AM,571SH,59.035,123.07,#N/A,#N/A
571AM,571FK,68.661,137.322,#N/A,#N/A
571AM,571G,46.806,93.612,#N/A,7
571AM,571GB,37.861,75.722,#N/A,#N/A
571AM,571GC,54.344,108.688,#N/A,#N/A
571AM,571HG,58.653,117.306,#N/A,#N/A
571AM,571SB,46.855,93.71,#N/A,#N/A
571AM,571SD,43.686,87.372,#N/A,#N/A
571AM,571CK,12.392,29.784,#N/A,#N/A
571AM,571CL,14.353,33.706,#N/A,#N/A
571AM,571FB,17.63,40.26,#N/A,6
571AM,571CD,13.104,26.208,#N/A,#N/A
571AM,571HN,26.692,53.384,#N/A,#N/A
571AM,571J,9.796,19.592,#N/A,#N/A
571AM,571JB,11.935,23.87,#N/A,#N/A
571AM,571KA,2.902,5.804,#N/A,#N/A
571AM,571KL,8.353,16.706,#N/A,#N/A
571AM,571FE,33.713,72.426,#N/A,#N/A
571AM,571MC,28.419,61.838,#N/A,#N/A
571AM,571MF,30.068,65.136,#N/A,#N/A
571AM,571M,28.996,62.992,#N/A,#N/A
571AM,571MB,26.199,57.398,#N/A,#N/A
571AM,571MD,40.297,85.594,#N/A,#N/A
571AM,571NA,33.306,66.612,#N/A,#N/A
571AM,571NE,27.015,54.03,#N/A,#N/A
571AM,571NC,8.246,16.492,#N/A,#N/A
571AM,571P,5.456,10.912,#N/A,#N/A
571AM,571PB,4.304,8.608,#N/A,#N/A
571AM,571PC,4.753,9.506,#N/A,#N/A
571AM,571PD,12.335,24.67,#N/A,#N/A
571AM,571AJ,10.562,21.124,#N/A,#N/A
571AM,571KJ,9.705,19.41,#N/A,#N/A
571AM,571PF,6.307,12.614,#N/A,#N/A
571AM,571PG,21.95,43.9,#N/A,#N/A
571AM,571PH,3.024,6.048,#N/A,#N/A
571AM,571AE,19.049,38.098,#N/A,#N/A
571AM,571HP,29.434,58.868,#N/A,#N/A
571AM,571QF,18.439,36.878,#N/A,#N/A
571AM,571QA,11.551,23.102,#N/A,#N/A
571AM,571QC,19.146,38.292,#N/A,#N/A
571AM,571QD,15.66,31.32,#N/A,#N/A
571AM,571QE,17.043,34.086,#N/A,#N/A
571AM,571QM,30.531,66.062,#N/A,#N/A
571AM,571L,89.604,179.208,#N/A,#N/A
571AM,571LA,88.116,176.232,#N/A,#N/A
571AM,571SF,163.004,326.008,#N/A,#N/A
571AM,571SA,141.608,283.216,#N/A,#N/A
571AM,571SE,136.589,273.178,#N/A,#N/A
571AM,571SP,157.181,314.362,#N/A,#N/A
571AM,571SQ,116.441,232.882,#N/A,#N/A
571AM,571ST,130.615,261.23,#N/A,#N/A
571AM,571NB,22.513,45.026,#N/A,#N/A
571AM,571NH,27.434,54.868,#N/A,8
571AM,571QB,30.105,60.21,#N/A,#N/A
571AM,571FX,16.98,38.96,#N/A,#N/A
571AM,571KM,15.082,35.164,#N/A,#N/A
571AM,571TC,28.204,56.408,#N/A,#N/A
571AM,571TB,18.11,36.22,#N/A,#N/A
571AM,571TE,28.289,56.578,#N/A,#N/A
571AM,571TK,16.897,33.794,#N/A,#N/A
571AM,571TP,27.876,55.752,#N/A,4
571AM,571W,15.162,30.324,#N/A,#N/A
571AM,571WA,24.025,53.05,#N/A,#N/A
571AM,571WW,29.503,64.006,#N/A,5
571AB,571AA,47.283,94.566,#N/A,#N/A
571AB,571AD,53.875,107.75,#N/A,#N/A
571AB,571AF,57.446,114.892,#N/A,#N/A
571AB,571AG,43.006,86.012,#N/A,#N/A
571AB,571AC,87.167,174.334,#N/A,#N/A
571AB,571AQ,92.632,185.264,#N/A,#N/A
571AB,571AM,52.641,105.282,#N/A,#N/A
571AB,571JC,2.87,5.74,#N/A,#N/A
571AB,571KH,8.378,16.756,#N/A,#N/A
571AB,571TH,34.89,69.78,#N/A,#N/A
571AB,571TL,15.834,31.668,#N/A,#N/A
571AB,571DA,61.338,122.676,#N/A,#N/A
571AB,571K,60.283,120.566,#N/A,#N/A
571AB,571KF,57.653,115.306,#N/A,#N/A
571AB,571KC,71.311,142.622,#N/A,#N/A
571AB,571TD,71.385,142.77,#N/A,#N/A
571AB,571TN,75.221,150.442,#N/A,#N/A
571AB,571HC,67.651,135.302,#N/A,#N/A
571AB,571TM,65.658,131.316,#N/A,#N/A
571AB,571B,54.423,108.846,#N/A,#N/A
571AB,571BM,50.286,100.572,#N/A,#N/A
571AB,571CAE,58.582,122.164,#N/A,#N/A
571AB,571FC,63.866,132.732,#N/A,#N/A
571AB,571FN,69.558,144.116,#N/A,#N/A
571AB,571LD,65.16,135.32,#N/A,#N/A
571AB,571FT,58.568,122.136,#N/A,#N/A
571AB,571KB,58.713,122.426,#N/A,#N/A
571AB,571CS,47.235,94.47,#N/A,#N/A
571AB,571D,54.633,109.266,#N/A,#N/A
571AB,571DC,48.035,96.07,#N/A,#N/A
571AB,571CC,72.334,149.668,#N/A,#N/A
571AB,571FQ,84.818,174.636,#N/A,#N/A
571AB,571HK,66.078,137.156,#N/A,#N/A
571AB,571E,48.358,96.716,#N/A,#N/A
571AB,571EA,49.892,99.784,#N/A,#N/A
571AB,571HB,86.53,173.06,#N/A,#N/A
571AB,571KT,84.913,169.826,#N/A,#N/A
571AB,571DB,60.688,121.376,#N/A,#N/A
571AB,571DJ,54.211,108.422,#N/A,#N/A
571AB,571H,75.738,151.476,#N/A,#N/A
571AB,571TF,80.757,161.514,#N/A,#N/A
571AB,571TQ,78.621,157.242,#N/A,#N/A
571AB,571FF,55.849,116.698,#N/A,#N/A
571AB,571FH,64.068,133.136,#N/A,#N/A
571AB,571FL,58.48,121.96,#N/A,#N/A
571AB,571FJ,68.213,136.426,#N/A,#N/A
571AB,571SC,69.221,138.442,#N/A,#N/A
571AB,571FG,118.68,242.36,#N/A,#N/A
571AB,571MQ,100.571,206.142,#N/A,#N/A
571AB,571NF,52.72,105.44,#N/A,#N/A
571AB,571NG,63.37,126.74,#N/A,#N/A
571AB,571FA,69.768,144.536,#N/A,#N/A
571AB,571FP,71.729,148.458,#N/A,#N/A
571AB,571HJ,66.634,138.268,#N/A,#N/A
571AB,571LB,73.746,152.492,#N/A,#N/A
571AB,571QKA,52.664,105.328,#N/A,#N/A
571AB,571QKB,95.662,191.324,#N/A,#N/A
571AB,571QKC,35.034,70.068,#N/A,#N/A
571AB,571QKD,88.076,176.152,#N/A,#N/A
571AB,571QKE,62.596,130.192,#N/A,#N/A
571AB,571QKF,52.633,105.266,#N/A,#N/A
571AB,571QKG,29.906,59.812,#N/A,#N/A
571AB,571QKT,0,5,#N/A,#N/A
571AB,571FM,59.05,123.1,#N/A,#N/A
571AB,571FD,74.145,153.29,#N/A,#N/A
571AB,571FR,63.531,132.062,#N/A,#N/A
571AB,571FS,85.927,176.854,#N/A,#N/A
571AB,571LH,70.116,145.232,#N/A,#N/A
571AB,571SH,77.329,159.658,#N/A,#N/A
571AB,571FK,37.949,75.898,#N/A,#N/A
571AB,571G,66.049,132.098,#N/A,7
571AB,571GB,59.903,119.806,#N/A,#N/A
571AB,571GC,76.386,152.772,#N/A,#N/A
571AB,571HG,70.162,140.324,#N/A,#N/A
571AB,571SB,68.897,137.794,#N/A,#N/A
571AB,571SD,62.929,125.858,#N/A,#N/A
571AB,571CK,65.886,136.772,#N/A,#N/A
571AB,571CL,62.838,130.676,#N/A,#N/A
571AB,571FB,60.601,126.202,#N/A,6
571AB,571CD,40.734,81.468,#N/A,#N/A
571AB,571HN,38.353,76.706,#N/A,#N/A
571AB,571J,43.981,87.962,#N/A,#N/A
571AB,571JB,45.476,90.952,#N/A,#N/A
571AB,571KA,60.085,120.17,#N/A,#N/A
571AB,571KL,55.82,111.64,#N/A,#N/A
571AB,571FE,94.968,194.936,#N/A,#N/A
571AB,571MC,89.674,184.348,#N/A,#N/A
571AB,571MF,92.482,189.964,#N/A,#N/A
571AB,571M,96.403,197.806,#N/A,#N/A
571AB,571MB,89.182,183.364,#N/A,#N/A
571AB,571MD,107.704,220.408,#N/A,#N/A
571AB,571NA,40.739,81.478,#N/A,#N/A
571AB,571NE,53.061,106.122,#N/A,#N/A
571AB,571NC,64.68,129.36,#N/A,#N/A
571AB,571P,50.215,100.43,#N/A,#N/A
571AB,571PB,64.326,128.652,#N/A,#N/A
571AB,571PC,48.461,96.922,#N/A,#N/A
571AB,571PD,64.529,129.058,#N/A,#N/A
571AB,571AJ,42.313,84.626,#N/A,#N/A
571AB,571KJ,43.22,86.44,#N/A,#N/A
571AB,571PF,53.43,106.86,#N/A,#N/A
571AB,571PG,48.938,97.876,#N/A,#N/A
571AB,571PH,62.574,125.148,#N/A,#N/A
571AB,571AE,34.501,69.002,#N/A,#N/A
571AB,571HP,33.749,67.498,#N/A,#N/A
571AB,571QF,34.89,69.78,#N/A,#N/A
571AB,571QA,49.581,99.162,#N/A,#N/A
571AB,571QC,48.043,96.086,#N/A,#N/A
571AB,571QD,47.183,94.366,#N/A,#N/A
571AB,571QE,48.096,96.192,#N/A,#N/A
571AB,571QM,97.938,200.876,#N/A,#N/A
571AB,571L,111.646,223.292,#N/A,#N/A
571AB,571LA,63.738,127.476,#N/A,#N/A
571AB,571SF,185.046,370.092,#N/A,#N/A
571AB,571SA,163.65,327.3,#N/A,#N/A
571AB,571SE,158.631,317.262,#N/A,#N/A
571AB,571SP,179.223,358.446,#N/A,#N/A
571AB,571SQ,138.483,276.966,#N/A,#N/A
571AB,571ST,152.657,305.314,#N/A,#N/A
571AB,571NB,31.247,62.494,#N/A,#N/A
571AB,571NH,30.387,60.774,#N/A,8
571AB,571QB,27.797,55.594,#N/A,#N/A
571AB,571FX,84.952,174.904,#N/A,#N/A
571AB,571KM,76.407,157.814,#N/A,#N/A
571AB,571TC,77.143,154.286,#N/A,#N/A
571AB,571TB,59.473,118.946,#N/A,#N/A
571AB,571TE,66.112,132.224,#N/A,#N/A
571AB,571TK,72.481,144.962,#N/A,#N/A
571AB,571TP,74.763,149.526,#N/A,4
571AB,571W,88.256,176.512,#N/A,#N/A
571AB,571WA,91.432,187.864,#N/A,#N/A
571AB,571WW,96.91,198.82,#N/A,5
571JC,571AA,48.794,97.588,#N/A,#N/A
571JC,571AD,55.386,110.772,#N/A,#N/A
571JC,571AF,58.957,117.914,#N/A,#N/A
571JC,571AG,44.517,89.034,#N/A,#N/A
571JC,571AC,88.678,177.356,#N/A,#N/A
571JC,571AQ,94.143,188.286,#N/A,#N/A
571JC,571AM,54.152,108.304,#N/A,#N/A
571JC,571AB,3.248,6.496,#N/A,#N/A
571JC,571KH,10.961,21.922,#N/A,#N/A
571JC,571TH,42.341,84.682,#N/A,#N/A
571JC,571TL,17.345,34.69,#N/A,#N/A
571JC,571DA,62.849,125.698,#N/A,#N/A
571JC,571K,61.794,123.588,#N/A,#N/A
571JC,571KF,59.164,118.328,#N/A,#N/A
571JC,571KC,72.822,145.644,#N/A,#N/A
